"from","to","type"
"Q8WYA6","Q92620","io"
"Q8WYA6","P84103","io"
"Q8WYA6","Q15366","io"
"Q8WYA6","Q10570","io"
"Q8WYA6","Q13573","io"
"Q8WYA6","Q05048","io"
"Q8WYA6","O60508","io"
"Q8WYA6","P67809","io"
"Q8WYA6","P38919","io"
"Q8WYA6","P08579","io"
"Q8WYA6","Q01130","io"
"Q8WYA6","Q9UNP9","io"
"Q8WYA6","P26599","io"
"Q8WYA6","O75643","io"
"Q8WYA6","P62304","io"
"Q8WYA6","P51991","io"
"Q8WYA6","Q9NW64","io"
"Q8WYA6","Q9UQ35","io"
"Q8WYA6","O75934","io"
"P08174","P00751","io"
"P08174","P06681","io"
"P08174","P01024","io"
"P08174","P0C0L4","io"
"P08174","P0C0L5","io"
"O60231","Q01081","io"
"O60231","Q96I25","io"
"O60231","Q6UN15","io"
"O60231","Q6P2Q9","io"
"O60231","Q13435","io"
"O60231","P62304","io"
"O60231","O60508","io"
"O60231","Q9P013","io"
"O60231","P08579","io"
"O60231","Q05048","io"
"O60231","Q15287","io"
"O60231","Q13242","io"
"O60231","Q09161","io"
"O60231","Q15366","io"
"O60231","P22626","io"
"O60231","Q9P2I0","io"
"O60231","Q9ULR0","io"
"O60231","Q9UNP9","io"
"O60231","P35637","io"
"O60231","Q12996","io"
"O60231","Q15427","io"
"O60231","O43660","io"
"O60231","Q08211","io"
"O60231","P38159","io"
"O60231","Q9Y2W2","io"
"O60231","Q9UKF6","io"
"O60231","Q12874","io"
"O60231","P52435","io"
"O60231","P51003","io"
"O60231","Q86U42","io"
"O60231","Q7RTV0","io"
"O60231","Q86V81","io"
"O60231","O95400","io"
"O60231","P52756","io"
"O60231","Q01130","io"
"O60231","O75533","io"
"O60231","Q05519","io"
"O60231","P55769","io"
"O60231","P14678","io"
"O60231","Q9Y3B4","io"
"O60231","Q92620","io"
"O60231","O94906","io"
"O60231","Q8IYB3","io"
"O60231","O43809","io"
"O60231","Q9Y3C6","io"
"O60231","P52298","io"
"O60231","Q99459","io"
"O60231","Q86XP3","io"
"O60231","O94913","io"
"O60231","P83876","io"
"O60231","O75643","io"
"O60231","Q15717","io"
"O60231","O43143","io"
"O60231","P52434","io"
"O60231","Q9UHX1","io"
"O60231","Q8WU68","io"
"O60231","P24928","io"
"O60231","O15042","io"
"O60231","Q15459","io"
"O60231","Q13573","io"
"O60231","Q9UMS4","io"
"O60231","Q8IX12","io"
"O60231","Q9Y333","io"
"O60231","Q07955","io"
"O60231","P62314","io"
"O60231","O75940","io"
"O60231","P26368","io"
"O60231","P19387","io"
"O60231","P14866","io"
"O60231","O43390","io"
"O60231","Q9HCG8","io"
"O60231","Q13243","io"
"O60231","P62995","io"
"O60231","Q96BP3","io"
"O60231","O60306","io"
"O60231","Q10570","io"
"O60231","Q13247","io"
"O60231","P63162","io"
"O60231","Q96DI7","io"
"O60231","Q9UQ35","io"
"O60231","P11142","io"
"O60231","O75937","io"
"O60231","Q9BUJ2","io"
"O60231","P62487","io"
"O60231","P19388","io"
"O60231","Q92917","io"
"O60231","Q00839","io"
"O60231","P17844","io"
"O60231","Q8IWX8","io"
"O60231","O15514","io"
"O60231","Q14103","io"
"O60231","P62308","io"
"O60231","P31943","io"
"O60231","O95926","io"
"O60231","P13984","io"
"O60231","P55795","io"
"O60231","P26599","io"
"O60231","Q8N684","io"
"O60231","P84103","io"
"O60231","P62318","io"
"O60231","Q15029","io"
"O60231","P35269","io"
"O60231","P36954","io"
"O60231","Q9BZJ0","io"
"O60231","P09651","io"
"O60231","P61978","io"
"O60231","O75934","io"
"O60231","P41223","io"
"O60231","Q12926","io"
"O60231","Q8IWZ8","io"
"O60231","Q7L014","io"
"O60231","P51991","io"
"O60231","Q15365","io"
"O60231","P62316","io"
"O60231","P67809","io"
"O60231","P52597","io"
"O60231","P38919","io"
"O60231","P53803","io"
"O60231","P07910","io"
"O60231","Q9HCS7","io"
"O60231","P62875","io"
"O60231","P61218","io"
"O60231","P62306","io"
"O60231","Q92733","io"
"O60231","Q92989","io"
"O60231","P09661","io"
"O60231","P33240","io"
"O60231","Q9BWJ5","io"
"O60231","Q9BXP5","io"
"O60231","P52272","io"
"O60231","Q13151","io"
"O60231","Q16629","io"
"O60231","Q8WYA6","io"
"O60231","P30876","io"
"O60231","Q9BZI7","io"
"O60231","O60828","io"
"O60231","Q9NXE8","io"
"O60231","Q15428","io"
"O60231","Q15393","io"
"O60231","Q9NW64","io"
"O60231","O95639","io"
"O60231","Q9BUQ8","io"
"O60231","Q08170","io"
"Q08211","Q86U42","io"
"Q08211","O43143","io"
"Q08211","P09651","io"
"Q08211","P38919","io"
"Q08211","Q9Y333","io"
"Q08211","Q05048","io"
"Q08211","Q9P013","io"
"Q08211","P38159","io"
"Q08211","P62318","io"
"Q08211","Q7RTV0","io"
"Q08211","P14678","io"
"Q08211","P22626","io"
"Q08211","Q9NXE8","io"
"Q08211","P53803","io"
"Q08211","Q15427","io"
"Q08211","P51003","io"
"Q08211","Q92917","io"
"Q08211","Q16629","io"
"Q08211","P35269","io"
"Q08211","Q10570","io"
"Q08211","Q01130","io"
"Q08211","Q14103","io"
"Q08211","Q9HCG8","io"
"Q08211","Q9Y3C6","io"
"Q08211","P55795","io"
"Q08211","Q9UQ35","io"
"Q08211","Q9NW64","io"
"Q08211","P84103","io"
"Q08211","P35637","io"
"Q08211","Q92733","io"
"Q08211","P61978","io"
"Q08211","P41223","io"
"Q08211","Q99459","io"
"Q08211","P17844","io"
"Q08211","Q13151","io"
"Q08211","Q9P2I0","io"
"Q08211","P62995","io"
"Q08211","P19388","io"
"Q08211","Q9BZJ0","io"
"Q08211","O75937","io"
"Q08211","P62487","io"
"Q08211","P08579","io"
"Q08211","P26599","io"
"Q08211","P52298","io"
"Q08211","P13984","io"
"Q08211","Q6UN15","io"
"Q08211","O95926","io"
"Q08211","P62314","io"
"Q08211","Q9BWJ5","io"
"Q08211","Q9Y2W2","io"
"Q08211","O75934","io"
"Q08211","Q12874","io"
"Q08211","O60231","io"
"Q08211","O43660","io"
"Q08211","Q86V81","io"
"Q08211","P09661","io"
"Q08211","O95400","io"
"Q08211","P24928","io"
"Q08211","O94913","io"
"Q08211","Q15029","io"
"Q08211","Q9BUQ8","io"
"Q08211","Q7L014","io"
"Q08211","Q9UMS4","io"
"Q08211","P52756","io"
"Q08211","Q92620","io"
"Q08211","O75940","io"
"Q08211","Q8IX12","io"
"Q08211","P67809","io"
"Q08211","P62304","io"
"Q08211","Q09161","io"
"Q08211","O60828","io"
"Q08211","P36954","io"
"Q08211","O43390","io"
"Q08211","Q9HCS7","io"
"Q08211","P33240","io"
"Q08211","Q9UNP9","io"
"Q08211","P62316","io"
"Q08211","P51991","io"
"Q08211","P11142","io"
"Q08211","P52435","io"
"Q08211","Q96BP3","io"
"Q08211","P63162","io"
"Q08211","O75533","io"
"Q08211","P62875","io"
"Q08211","Q96I25","io"
"Q08211","Q15287","io"
"Q08211","Q13247","io"
"Q08211","P62306","io"
"Q08211","Q8IYB3","io"
"Q08211","Q15717","io"
"Q08211","Q96DI7","io"
"Q08211","Q13243","io"
"Q08211","Q9UKF6","io"
"Q08211","P07910","io"
"Q08211","Q9BZI7","io"
"Q08211","P14866","io"
"Q08211","O15514","io"
"Q08211","Q8IWZ8","io"
"Q08211","P52434","io"
"Q08211","Q8WYA6","io"
"Q08211","Q05519","io"
"Q08211","Q9BXP5","io"
"Q08211","Q00839","io"
"Q08211","Q8N684","io"
"Q08211","Q01081","io"
"Q08211","Q13573","io"
"Q08211","P83876","io"
"Q08211","P62308","io"
"Q08211","Q92989","io"
"Q08211","Q9Y3B4","io"
"Q08211","P30876","io"
"Q08211","P52272","io"
"Q08211","O75643","io"
"Q08211","Q9UHX1","io"
"Q08211","Q07955","io"
"Q08211","P19387","io"
"Q08211","O15042","io"
"Q08211","Q8IWX8","io"
"Q08211","P61218","io"
"Q08211","Q15365","io"
"Q08211","P31943","io"
"Q08211","Q08170","io"
"Q08211","O60306","io"
"Q08211","Q86XP3","io"
"Q08211","Q9ULR0","io"
"Q08211","Q15428","io"
"Q08211","Q15393","io"
"Q08211","P52597","io"
"Q08211","Q8WU68","io"
"Q08211","Q13435","io"
"Q08211","Q9BUJ2","io"
"Q08211","Q12996","io"
"Q08211","Q15366","io"
"Q08211","P55769","io"
"Q08211","O94906","io"
"Q08211","Q12926","io"
"Q08211","Q15459","io"
"Q08211","O60508","io"
"Q08211","O95639","io"
"Q08211","Q13242","io"
"Q08211","O43809","io"
"Q08211","Q6P2Q9","io"
"Q08211","P26368","io"
"Q7L014","Q99459","io"
"Q7L014","O94906","io"
"Q7L014","P38919","io"
"Q7L014","Q9Y3C6","io"
"Q7L014","Q13573","io"
"Q7L014","P84103","io"
"Q7L014","P36954","io"
"Q7L014","Q86V81","io"
"Q7L014","Q8IYB3","io"
"Q7L014","Q9Y333","io"
"Q7L014","Q9BXP5","io"
"Q7L014","P09651","io"
"Q7L014","P52298","io"
"Q7L014","Q15287","io"
"Q7L014","P35637","io"
"Q7L014","Q9HCS7","io"
"Q7L014","Q92733","io"
"Q7L014","Q86U42","io"
"Q7L014","Q12874","io"
"Q7L014","O43143","io"
"Q7L014","P22626","io"
"Q7L014","P53803","io"
"Q7L014","Q13151","io"
"Q7L014","O75937","io"
"Q7L014","Q9NXE8","io"
"Q7L014","P17844","io"
"Q7L014","P26599","io"
"Q7L014","P63162","io"
"Q7L014","P52435","io"
"Q7L014","Q9HCG8","io"
"Q7L014","Q92917","io"
"Q7L014","Q8IWZ8","io"
"Q7L014","O95400","io"
"Q7L014","O94913","io"
"Q7L014","Q6P2Q9","io"
"Q7L014","P51003","io"
"Q7L014","P33240","io"
"Q7L014","O75940","io"
"Q7L014","Q9BUQ8","io"
"Q7L014","P30876","io"
"Q7L014","P61978","io"
"Q7L014","P24928","io"
"Q7L014","Q16629","io"
"Q7L014","Q13243","io"
"Q7L014","P07910","io"
"Q7L014","Q15427","io"
"Q7L014","P19388","io"
"Q7L014","Q9BUJ2","io"
"Q7L014","Q9BWJ5","io"
"Q7L014","P83876","io"
"Q7L014","P41223","io"
"Q7L014","Q13247","io"
"Q7L014","Q15428","io"
"Q7L014","Q9Y3B4","io"
"Q7L014","O75533","io"
"Q7L014","O15514","io"
"Q7L014","P55795","io"
"Q7L014","Q15393","io"
"Q7L014","P09661","io"
"Q7L014","P35269","io"
"Q7L014","P14678","io"
"Q7L014","Q15029","io"
"Q7L014","P38159","io"
"Q7L014","Q05048","io"
"Q7L014","Q15459","io"
"Q7L014","Q8WU68","io"
"Q7L014","Q8N684","io"
"Q7L014","Q10570","io"
"Q7L014","O43809","io"
"Q7L014","Q9Y2W2","io"
"Q7L014","P51991","io"
"Q7L014","O43390","io"
"Q7L014","P14866","io"
"Q7L014","O60508","io"
"Q7L014","Q08211","io"
"Q7L014","Q15365","io"
"Q7L014","O60231","io"
"Q7L014","P62304","io"
"Q7L014","P62308","io"
"Q7L014","P62306","io"
"Q7L014","Q9NW64","io"
"Q7L014","Q92989","io"
"Q7L014","Q8IWX8","io"
"Q7L014","Q9BZJ0","io"
"Q7L014","P52434","io"
"Q7L014","P62995","io"
"Q7L014","Q01081","io"
"Q7L014","P19387","io"
"Q7L014","Q9UQ35","io"
"Q7L014","P52597","io"
"Q7L014","Q14103","io"
"Q7L014","P52272","io"
"Q7L014","Q15717","io"
"Q7L014","Q9UKF6","io"
"Q7L014","O95639","io"
"Q7L014","O15042","io"
"Q7L014","P62487","io"
"Q7L014","Q96I25","io"
"Q7L014","Q9UHX1","io"
"Q7L014","Q7RTV0","io"
"Q7L014","O43660","io"
"Q7L014","O95926","io"
"Q7L014","Q00839","io"
"Q7L014","Q9UNP9","io"
"Q7L014","Q15366","io"
"Q7L014","P62875","io"
"Q7L014","Q9ULR0","io"
"Q7L014","Q96DI7","io"
"Q7L014","P55769","io"
"Q7L014","P67809","io"
"Q7L014","P52756","io"
"Q7L014","P62314","io"
"Q7L014","Q6UN15","io"
"Q7L014","Q9P013","io"
"Q7L014","Q9UMS4","io"
"Q7L014","O60306","io"
"Q7L014","Q12996","io"
"Q7L014","Q9BZI7","io"
"Q7L014","Q08170","io"
"Q7L014","Q96BP3","io"
"Q7L014","Q01130","io"
"Q7L014","Q09161","io"
"Q7L014","Q13435","io"
"Q7L014","P11142","io"
"Q7L014","P31943","io"
"Q7L014","Q86XP3","io"
"Q7L014","P62318","io"
"Q7L014","Q12926","io"
"Q7L014","O60828","io"
"Q7L014","Q92620","io"
"Q7L014","Q07955","io"
"Q7L014","P62316","io"
"Q7L014","P26368","io"
"Q7L014","Q05519","io"
"Q7L014","O75643","io"
"Q7L014","Q8IX12","io"
"Q7L014","O75934","io"
"Q7L014","Q13242","io"
"Q7L014","P13984","io"
"Q7L014","Q9P2I0","io"
"Q7L014","P08579","io"
"Q7L014","Q8WYA6","io"
"Q7L014","P61218","io"
"Q86XP3","O60231","io"
"Q86XP3","O15514","io"
"Q86XP3","P08579","io"
"Q86XP3","Q16629","io"
"Q86XP3","P19387","io"
"Q86XP3","P52435","io"
"Q86XP3","Q09161","io"
"Q86XP3","P62304","io"
"Q86XP3","P17844","io"
"Q86XP3","Q9Y3C6","io"
"Q86XP3","Q8WYA6","io"
"Q86XP3","P07910","io"
"Q86XP3","Q8IX12","io"
"Q86XP3","P55795","io"
"Q86XP3","Q92917","io"
"Q86XP3","P35637","io"
"Q86XP3","O75533","io"
"Q86XP3","Q9NW64","io"
"Q86XP3","Q13435","io"
"Q86XP3","Q9NXE8","io"
"Q86XP3","P62318","io"
"Q86XP3","Q13151","io"
"Q86XP3","Q13243","io"
"Q86XP3","Q92620","io"
"Q86XP3","Q9UMS4","io"
"Q86XP3","P63162","io"
"Q86XP3","Q15427","io"
"Q86XP3","Q14103","io"
"Q86XP3","P62308","io"
"Q86XP3","O95926","io"
"Q86XP3","P11142","io"
"Q86XP3","P62487","io"
"Q86XP3","Q99459","io"
"Q86XP3","Q9UNP9","io"
"Q86XP3","Q07955","io"
"Q86XP3","P26368","io"
"Q86XP3","Q10570","io"
"Q86XP3","Q96I25","io"
"Q86XP3","P55769","io"
"Q86XP3","Q9Y333","io"
"Q86XP3","P30876","io"
"Q86XP3","O60306","io"
"Q86XP3","Q08170","io"
"Q86XP3","P38919","io"
"Q86XP3","P24928","io"
"Q86XP3","O15042","io"
"Q86XP3","P14866","io"
"Q86XP3","P52434","io"
"Q86XP3","P13984","io"
"Q86XP3","P62875","io"
"Q86XP3","Q13247","io"
"Q86XP3","P61978","io"
"Q86XP3","Q92989","io"
"Q86XP3","Q15287","io"
"Q86XP3","Q9UQ35","io"
"Q86XP3","Q15459","io"
"Q86XP3","P38159","io"
"Q86XP3","O43660","io"
"Q86XP3","Q12926","io"
"Q86XP3","O43809","io"
"Q86XP3","Q8WU68","io"
"Q86XP3","Q96DI7","io"
"Q86XP3","Q9UKF6","io"
"Q86XP3","Q08211","io"
"Q86XP3","Q6P2Q9","io"
"Q86XP3","O94906","io"
"Q86XP3","Q92733","io"
"Q86XP3","Q9ULR0","io"
"Q86XP3","Q86V81","io"
"Q86XP3","Q9BUQ8","io"
"Q86XP3","P61218","io"
"Q86XP3","P22626","io"
"Q86XP3","O60508","io"
"Q86XP3","O75934","io"
"Q86XP3","P51003","io"
"Q86XP3","Q9Y2W2","io"
"Q86XP3","P19388","io"
"Q86XP3","O75940","io"
"Q86XP3","P14678","io"
"Q86XP3","Q9BWJ5","io"
"Q86XP3","Q9P013","io"
"Q86XP3","O43143","io"
"Q86XP3","Q8IWZ8","io"
"Q86XP3","Q9BXP5","io"
"Q86XP3","P33240","io"
"Q86XP3","O75643","io"
"Q86XP3","Q05048","io"
"Q86XP3","P35269","io"
"Q86XP3","P52272","io"
"Q86XP3","O60828","io"
"Q86XP3","P36954","io"
"Q86XP3","O94913","io"
"Q86XP3","Q8IWX8","io"
"Q86XP3","Q6UN15","io"
"Q86XP3","Q15365","io"
"Q86XP3","P09661","io"
"Q86XP3","P41223","io"
"Q86XP3","Q96BP3","io"
"Q86XP3","O43390","io"
"Q86XP3","Q15366","io"
"Q86XP3","Q9HCG8","io"
"Q86XP3","Q00839","io"
"Q86XP3","Q13573","io"
"Q86XP3","P52756","io"
"Q86XP3","Q15029","io"
"Q86XP3","P53803","io"
"Q86XP3","Q05519","io"
"Q86XP3","P67809","io"
"Q86XP3","Q15428","io"
"Q86XP3","P62306","io"
"Q86XP3","Q9BZJ0","io"
"Q86XP3","Q9P2I0","io"
"Q86XP3","Q9BZI7","io"
"Q86XP3","P51991","io"
"Q86XP3","Q9UHX1","io"
"Q86XP3","P62316","io"
"Q86XP3","P26599","io"
"Q86XP3","Q15393","io"
"Q86XP3","P62995","io"
"Q86XP3","Q86U42","io"
"Q86XP3","O95639","io"
"Q86XP3","Q12996","io"
"Q86XP3","Q01130","io"
"Q86XP3","P83876","io"
"Q86XP3","Q9BUJ2","io"
"Q86XP3","O95400","io"
"Q86XP3","Q7RTV0","io"
"Q86XP3","Q8IYB3","io"
"Q86XP3","P84103","io"
"Q86XP3","Q9Y3B4","io"
"Q86XP3","Q8N684","io"
"Q86XP3","Q7L014","io"
"Q86XP3","Q9HCS7","io"
"Q86XP3","P31943","io"
"Q86XP3","P52298","io"
"Q86XP3","O75937","io"
"Q86XP3","Q15717","io"
"Q86XP3","P52597","io"
"Q86XP3","P62314","io"
"Q86XP3","Q01081","io"
"Q86XP3","Q12874","io"
"Q86XP3","Q13242","io"
"Q86XP3","P09651","io"
"P17844","P07910","io"
"P17844","Q00839","io"
"P17844","Q96BP3","io"
"P17844","P62487","io"
"P17844","P33240","io"
"P17844","P38159","io"
"P17844","Q9Y333","io"
"P17844","Q9BUQ8","io"
"P17844","Q8N684","io"
"P17844","O95400","io"
"P17844","Q99459","io"
"P17844","P11142","io"
"P17844","O43660","io"
"P17844","P19388","io"
"P17844","Q13242","io"
"P17844","O95639","io"
"P17844","Q15427","io"
"P17844","P52298","io"
"P17844","P84103","io"
"P17844","Q05519","io"
"P17844","P09661","io"
"P17844","P35637","io"
"P17844","O43390","io"
"P17844","Q13151","io"
"P17844","Q09161","io"
"P17844","Q9ULR0","io"
"P17844","Q9NXE8","io"
"P17844","P13984","io"
"P17844","Q9Y3B4","io"
"P17844","Q13247","io"
"P17844","Q13573","io"
"P17844","P62314","io"
"P17844","P30876","io"
"P17844","Q12996","io"
"P17844","O60828","io"
"P17844","Q96DI7","io"
"P17844","Q8IWZ8","io"
"P17844","Q92917","io"
"P17844","Q15029","io"
"P17844","Q9BXP5","io"
"P17844","Q9UMS4","io"
"P17844","O75533","io"
"P17844","P51991","io"
"P17844","P62316","io"
"P17844","Q7RTV0","io"
"P17844","Q15366","io"
"P17844","P55769","io"
"P17844","O60306","io"
"P17844","P24928","io"
"P17844","O15514","io"
"P17844","P14678","io"
"P17844","P31943","io"
"P17844","Q9BUJ2","io"
"P17844","Q8IX12","io"
"P17844","P52434","io"
"P17844","P52272","io"
"P17844","P26368","io"
"P17844","P62318","io"
"P17844","Q08211","io"
"P17844","Q86V81","io"
"P17844","Q9UNP9","io"
"P17844","O60508","io"
"P17844","Q15365","io"
"P17844","P26599","io"
"P17844","P83876","io"
"P17844","Q6UN15","io"
"P17844","P09651","io"
"P17844","Q9HCS7","io"
"P17844","Q96I25","io"
"P17844","O75937","io"
"P17844","Q8WYA6","io"
"P17844","Q9BWJ5","io"
"P17844","Q9UQ35","io"
"P17844","O43809","io"
"P17844","Q7L014","io"
"P17844","P51003","io"
"P17844","Q9NW64","io"
"P17844","Q9HCG8","io"
"P17844","P35269","io"
"P17844","Q15717","io"
"P17844","P52435","io"
"P17844","Q16629","io"
"P17844","P08579","io"
"P17844","P14866","io"
"P17844","Q15393","io"
"P17844","Q08170","io"
"P17844","O75940","io"
"P17844","P53803","io"
"P17844","P61978","io"
"P17844","O15042","io"
"P17844","Q15459","io"
"P17844","Q10570","io"
"P17844","P62308","io"
"P17844","Q9BZI7","io"
"P17844","O43143","io"
"P17844","Q9BZJ0","io"
"P17844","Q01081","io"
"P17844","Q8WU68","io"
"P17844","O95926","io"
"P17844","P55795","io"
"P17844","P62995","io"
"P17844","Q15428","io"
"P17844","Q6P2Q9","io"
"P17844","Q9UHX1","io"
"P17844","Q9UKF6","io"
"P17844","P62304","io"
"P17844","P62306","io"
"P17844","P36954","io"
"P17844","P41223","io"
"P17844","P67809","io"
"P17844","P22626","io"
"P17844","O94913","io"
"P17844","Q8IYB3","io"
"P17844","Q8IWX8","io"
"P17844","O94906","io"
"P17844","Q9Y3C6","io"
"P17844","O75643","io"
"P17844","Q9Y2W2","io"
"P17844","Q9P2I0","io"
"P17844","P62875","io"
"P17844","P38919","io"
"P17844","P52756","io"
"P17844","P19387","io"
"P17844","Q05048","io"
"P17844","Q13435","io"
"P17844","O60231","io"
"P17844","Q15287","io"
"P17844","P52597","io"
"P17844","Q92620","io"
"P17844","O75934","io"
"P17844","P63162","io"
"P17844","Q14103","io"
"P17844","Q13243","io"
"P17844","Q92733","io"
"P17844","Q12926","io"
"P17844","Q07955","io"
"P17844","Q12874","io"
"P17844","Q01130","io"
"P17844","Q86U42","io"
"P17844","P61218","io"
"P17844","Q86XP3","io"
"P17844","Q92989","io"
"P17844","Q9P013","io"
"P49005","P49642","io"
"P49005","Q9HCU8","io"
"P49005","P49643","io"
"P49005","P09884","io"
"P49005","Q14181","io"
"P49005","Q15054","io"
"P49005","P12004","io"
"P49005","P28340","io"
"P09884","Q9NRF9","io"
"P09884","P49005","io"
"P09884","P49643","io"
"P09884","Q14181","io"
"P09884","P28340","io"
"P09884","P12004","io"
"P09884","Q9HCU8","io"
"P09884","P49642","io"
"P09884","Q9NR33","io"
"P09884","P56282","io"
"P09884","Q15054","io"
"P09884","Q07864","io"
"Q14181","Q07864","io"
"Q14181","Q9NR33","io"
"Q14181","P28340","io"
"Q14181","P49005","io"
"Q14181","P09884","io"
"Q14181","Q15054","io"
"Q14181","P12004","io"
"Q14181","P49642","io"
"Q14181","P49643","io"
"Q14181","P56282","io"
"Q14181","Q9HCU8","io"
"Q14181","Q9NRF9","io"
"Q15054","P09884","io"
"Q15054","P12004","io"
"Q15054","Q9HCU8","io"
"Q15054","P28340","io"
"Q15054","Q14181","io"
"Q15054","P49005","io"
"Q15054","P49642","io"
"Q15054","P49643","io"
"Q07864","P49642","io"
"Q07864","P56282","io"
"Q07864","P09884","io"
"Q07864","P49643","io"
"Q07864","Q9NRF9","io"
"Q07864","Q14181","io"
"Q07864","Q9NR33","io"
"Q9NRF9","P56282","io"
"Q9NRF9","P49642","io"
"Q9NRF9","P49643","io"
"Q9NRF9","Q14181","io"
"Q9NRF9","Q07864","io"
"Q9NRF9","Q9NR33","io"
"Q9NRF9","P09884","io"
"O43143","Q15029","io"
"O43143","P52298","io"
"O43143","Q9Y333","io"
"O43143","P55769","io"
"O43143","Q92989","io"
"O43143","P35269","io"
"O43143","P14678","io"
"O43143","Q9UMS4","io"
"O43143","P62308","io"
"O43143","Q92620","io"
"O43143","Q9UKF6","io"
"O43143","P38919","io"
"O43143","Q92917","io"
"O43143","Q8IYB3","io"
"O43143","O43660","io"
"O43143","Q15366","io"
"O43143","P13984","io"
"O43143","Q09161","io"
"O43143","Q15427","io"
"O43143","P08579","io"
"O43143","P51003","io"
"O43143","Q99459","io"
"O43143","P62306","io"
"O43143","P62487","io"
"O43143","P53803","io"
"O43143","Q12874","io"
"O43143","Q7L014","io"
"O43143","Q96I25","io"
"O43143","O95926","io"
"O43143","Q13242","io"
"O43143","Q8IWX8","io"
"O43143","Q8WU68","io"
"O43143","P52272","io"
"O43143","Q96BP3","io"
"O43143","O95639","io"
"O43143","P19387","io"
"O43143","Q92733","io"
"O43143","Q13247","io"
"O43143","Q9Y3B4","io"
"O43143","Q8IWZ8","io"
"O43143","Q9HCG8","io"
"O43143","P11142","io"
"O43143","O60828","io"
"O43143","P62875","io"
"O43143","P26599","io"
"O43143","P30876","io"
"O43143","Q9UHX1","io"
"O43143","Q15365","io"
"O43143","Q9P2I0","io"
"O43143","O60231","io"
"O43143","Q8IX12","io"
"O43143","P36954","io"
"O43143","P55795","io"
"O43143","Q86U42","io"
"O43143","O15042","io"
"O43143","Q9Y2W2","io"
"O43143","Q6UN15","io"
"O43143","Q12996","io"
"O43143","Q6P2Q9","io"
"O43143","Q9NW64","io"
"O43143","Q07955","io"
"O43143","P52756","io"
"O43143","Q05519","io"
"O43143","O43809","io"
"O43143","O75934","io"
"O43143","O75533","io"
"O43143","Q8WYA6","io"
"O43143","Q9P013","io"
"O43143","P62314","io"
"O43143","P62995","io"
"O43143","O75940","io"
"O43143","P19388","io"
"O43143","Q9HCS7","io"
"O43143","Q9BWJ5","io"
"O43143","Q9ULR0","io"
"O43143","Q13573","io"
"O43143","P67809","io"
"O43143","P51991","io"
"O43143","P61218","io"
"O43143","O94906","io"
"O43143","Q08170","io"
"O43143","Q10570","io"
"O43143","Q15428","io"
"O43143","Q05048","io"
"O43143","P52597","io"
"O43143","Q8N684","io"
"O43143","P38159","io"
"O43143","Q00839","io"
"O43143","P24928","io"
"O43143","P62316","io"
"O43143","P62304","io"
"O43143","Q13435","io"
"O43143","Q15717","io"
"O43143","Q9BZJ0","io"
"O43143","P33240","io"
"O43143","Q9Y3C6","io"
"O43143","O60508","io"
"O43143","Q08211","io"
"O43143","P22626","io"
"O43143","O60306","io"
"O43143","O75937","io"
"O43143","O43390","io"
"O43143","P07910","io"
"O43143","Q15393","io"
"O43143","P62318","io"
"O43143","P14866","io"
"O43143","P41223","io"
"O43143","O95400","io"
"O43143","P84103","io"
"O43143","Q9BUJ2","io"
"O43143","Q15287","io"
"O43143","P17844","io"
"O43143","P52435","io"
"O43143","Q13151","io"
"O43143","Q01081","io"
"O43143","P31943","io"
"O43143","Q9UQ35","io"
"O43143","O75643","io"
"O43143","Q9BXP5","io"
"O43143","Q13243","io"
"O43143","Q86V81","io"
"O43143","Q7RTV0","io"
"O43143","P09661","io"
"O43143","Q01130","io"
"O43143","P35637","io"
"O43143","P26368","io"
"O43143","Q14103","io"
"O43143","Q9UNP9","io"
"O43143","P61978","io"
"O43143","P63162","io"
"O43143","Q9NXE8","io"
"O43143","O94913","io"
"O43143","Q16629","io"
"O43143","Q12926","io"
"O43143","P83876","io"
"O43143","O15514","io"
"O43143","P52434","io"
"O43143","Q86XP3","io"
"O43143","Q9BUQ8","io"
"O43143","Q9BZI7","io"
"O43143","P09651","io"
"O43143","Q15459","io"
"O43143","Q96DI7","io"
"O75937","P41223","io"
"O75937","P83876","io"
"O75937","Q15427","io"
"O75937","Q9UHX1","io"
"O75937","Q07955","io"
"O75937","O94913","io"
"O75937","O60828","io"
"O75937","Q8IX12","io"
"O75937","P19387","io"
"O75937","O75643","io"
"O75937","Q13151","io"
"O75937","Q86V81","io"
"O75937","Q9BUJ2","io"
"O75937","P52756","io"
"O75937","O43390","io"
"O75937","Q8IWZ8","io"
"O75937","Q15287","io"
"O75937","P52435","io"
"O75937","Q86XP3","io"
"O75937","Q96DI7","io"
"O75937","Q9BZI7","io"
"O75937","P62875","io"
"O75937","Q9Y3B4","io"
"O75937","P61978","io"
"O75937","P35269","io"
"O75937","P52298","io"
"O75937","Q09161","io"
"O75937","Q15029","io"
"O75937","P55795","io"
"O75937","Q8WU68","io"
"O75937","O94906","io"
"O75937","Q6UN15","io"
"O75937","O43809","io"
"O75937","Q9BUQ8","io"
"O75937","Q92620","io"
"O75937","P08579","io"
"O75937","O95400","io"
"O75937","Q05048","io"
"O75937","Q9NXE8","io"
"O75937","P53803","io"
"O75937","P62308","io"
"O75937","Q15717","io"
"O75937","P17844","io"
"O75937","Q08170","io"
"O75937","P63162","io"
"O75937","Q7L014","io"
