"from","to","type"
"Q96P44","P12107","io"
"Q96P44","Q86Y22","io"
"Q96P44","Q01955","io"
"Q96P44","Q9BXS0","io"
"Q96P44","Q99715","io"
"Q96P44","Q5TAT6","io"
"Q96P44","P20849","io"
"Q96P44","P27658","io"
"Q96P44","Q02388","io"
"Q96P44","P39059","io"
"Q96P44","Q14031","io"
"Q96P44","Q96A83","io"
"Q96P44","Q2UY09","io"
"Q96P44","Q03692","io"
"Q96P44","Q8NFW1","io"
"Q96P44","P53420","io"
"Q96P44","Q9UMD9","io"
"Q96P44","P08572","io"
"Q96P44","P25940","io"
"Q96P44","P20908","io"
"Q96P44","P12110","io"
"Q96P44","P13942","io"
"Q96P44","Q9P218","io"
"Q96P44","Q14993","io"
"Q96P44","P39060","io"
"P02458","Q14050","io"
"P02458","P12109","io"
"P02458","P13942","io"
"P02458","Q96A83","io"
"P02458","P02452","io"
"P02458","A8TX70","io"
"P02458","P20908","io"
"P02458","P08572","io"
"P02458","Q9BXS0","io"
"P02458","P02461","io"
"P02458","Q9UMD9","io"
"P02458","Q8NFW1","io"
"P02458","P08123","io"
"P02458","P05997","io"
"P02458","P39059","io"
"P02458","P25067","io"
"P02458","Q05707","io"
"P02458","Q14055","io"
"P02458","P39060","io"
"P02458","P20849","io"
"P02458","P12111","io"
"P02458","P12107","io"
"P02458","Q02388","io"
"P02458","Q99715","io"
"P02458","Q8IZC6","io"
"P02458","P27658","io"
"P02458","A6NMZ7","io"
"P02458","Q01955","io"
"P02458","P53420","io"
"P02458","Q03692","io"
"P02458","P29400","io"
"P02458","Q96P44","io"
"P02458","P07237","io"
"P02458","P25940","io"
"P02458","Q17RW2","io"
"P02458","P12110","io"
"P02458","P02462","io"
"P02458","Q2UY09","io"
"P02458","Q9P218","io"
"P02458","Q07092","io"
"P02458","Q14031","io"
"P02458","Q86Y22","io"
"P02458","Q5TAT6","io"
"P02458","Q14993","io"
"P02462","Q9BXS0","io"
"P02462","Q14055","io"
"P02462","Q03692","io"
"P02462","Q8NFW1","io"
"P02462","Q07092","io"
"P02462","P13942","io"
"P02462","P02458","io"
"P02462","P53420","io"
"P02462","Q5TAT6","io"
"P02462","P05997","io"
"P02462","P12109","io"
"P02462","A8TX70","io"
"P02462","Q14050","io"
"P02462","P29400","io"
"P02462","A6NMZ7","io"
"P02462","Q17RW2","io"
"P02462","Q01955","io"
"P02462","Q9UMD9","io"
"P02462","P12107","io"
"P02462","P39059","io"
"P02462","P02461","io"
"P02462","P12110","io"
"P02462","P12111","io"
"P02462","Q8IZC6","io"
"P02462","Q99715","io"
"P02462","Q02388","io"
"P02462","Q86Y22","io"
"P02462","Q14993","io"
"P02462","P08572","io"
"P02462","Q05707","io"
"P02462","Q14031","io"
"P02462","Q9P218","io"
"P02462","P07237","io"
"P02462","P20849","io"
"P02462","P02452","io"
"P02462","Q96A83","io"
"P02462","P20908","io"
"P02462","P25940","io"
"P02462","P39060","io"
"P02462","Q2UY09","io"
"P02462","P27658","io"
"P02462","P08123","io"
"P02462","Q96P44","io"
"P02462","P25067","io"
"P53420","Q9UMD9","io"
"P53420","P25067","io"
"P53420","Q14055","io"
"P53420","Q14050","io"
"P53420","P12109","io"
"P53420","P25940","io"
"P53420","P39060","io"
"P53420","Q03692","io"
"P53420","P29400","io"
"P53420","P02461","io"
"P53420","Q14993","io"
"P53420","Q96A83","io"
"P53420","P02452","io"
"P53420","P08123","io"
"P53420","P02462","io"
"P53420","Q2UY09","io"
"P53420","P39059","io"
"P53420","Q01955","io"
"P53420","Q02388","io"
"P53420","P12111","io"
"P53420","Q86Y22","io"
"P53420","Q96P44","io"
"P53420","P20908","io"
"P53420","P12107","io"
"P53420","A8TX70","io"
"P53420","Q05707","io"
"P53420","A6NMZ7","io"
"P53420","Q5TAT6","io"
"P53420","Q07092","io"
"P53420","P08572","io"
"P53420","Q8NFW1","io"
"P53420","Q9BXS0","io"
"P53420","P05997","io"
"P53420","Q14031","io"
"P53420","Q17RW2","io"
"P53420","Q8IZC6","io"
"P53420","Q99715","io"
"P53420","P27658","io"
"P53420","Q9P218","io"
"P53420","P07237","io"
"P53420","P12110","io"
"P53420","P02458","io"
"P53420","P13942","io"
"P53420","P20849","io"
"P29400","Q02388","io"
"P29400","P02452","io"
"P29400","Q03692","io"
"P29400","Q9UMD9","io"
"P29400","P08572","io"
"P29400","Q99715","io"
"P29400","P12111","io"
"P29400","Q96P44","io"
"P29400","P25067","io"
"P29400","Q05707","io"
"P29400","P27658","io"
"P29400","Q9P218","io"
"P29400","Q14055","io"
"P29400","Q2UY09","io"
"P29400","Q86Y22","io"
"P29400","P12107","io"
"P29400","P20849","io"
"P29400","P02461","io"
"P29400","P13942","io"
"P29400","P02458","io"
"P29400","Q14993","io"
"P29400","Q8NFW1","io"
"P29400","P12109","io"
"P29400","Q14031","io"
"P29400","P05997","io"
"P29400","P12110","io"
"P29400","Q07092","io"
"P29400","Q96A83","io"
"P29400","Q14050","io"
"P29400","Q8IZC6","io"
"P29400","P39060","io"
"P29400","Q5TAT6","io"
"P29400","P53420","io"
"P29400","P20908","io"
"P29400","A6NMZ7","io"
"P29400","P02462","io"
"P29400","Q01955","io"
"P29400","P25940","io"
"P29400","P07237","io"
"P29400","P39059","io"
"P29400","Q17RW2","io"
"P29400","A8TX70","io"
"P29400","P08123","io"
"P29400","Q9BXS0","io"
"P02452","P08123","io"
"P02452","P20849","io"
"P02452","P07237","io"
"P02452","P08572","io"
"P02452","Q9P218","io"
"P02452","P02458","io"
"P02452","Q8NFW1","io"
"P02452","Q14055","io"
"P02452","Q02388","io"
"P02452","P02461","io"
"P02452","P13942","io"
"P02452","Q96A83","io"
"P02452","Q8IZC6","io"
"P02452","Q05707","io"
"P02452","P25940","io"
"P02452","Q07092","io"
"P02452","Q2UY09","io"
"P02452","P12111","io"
"P02452","P12107","io"
"P02452","Q01955","io"
"P02452","Q14050","io"
"P02452","Q99715","io"
"P02452","Q9UMD9","io"
"P02452","P39060","io"
"P02452","Q14993","io"
"P02452","A8TX70","io"
"P02452","P05997","io"
"P02452","P12109","io"
"P02452","Q14031","io"
"P02452","P20908","io"
"P02452","P12110","io"
"P02452","A6NMZ7","io"
"P02452","Q03692","io"
"P02452","P53420","io"
"P02452","Q17RW2","io"
"P02452","Q86Y22","io"
"P02452","P29400","io"
"P02452","P25067","io"
"P02452","Q96P44","io"
"P02452","P39059","io"
"P02452","P27658","io"
"P02452","P02462","io"
"P02452","Q9BXS0","io"
"P02452","Q5TAT6","io"
"P08123","P12109","io"
"P08123","P07237","io"
"P08123","Q02388","io"
"P08123","P02458","io"
"P08123","Q86Y22","io"
"P08123","P20908","io"
"P08123","P25067","io"
"P08123","Q8NFW1","io"
"P08123","P25940","io"
"P08123","P12110","io"
"P08123","A6NMZ7","io"
"P08123","Q14993","io"
"P08123","Q96P44","io"
"P08123","P39060","io"
"P08123","Q99715","io"
"P08123","P13942","io"
"P08123","Q03692","io"
"P08123","P02462","io"
"P08123","Q14055","io"
"P08123","P53420","io"
"P08123","Q9P218","io"
"P08123","Q07092","io"
"P08123","Q17RW2","io"
"P08123","Q14050","io"
"P08123","Q14031","io"
"P08123","P08572","io"
"P08123","Q2UY09","io"
"P08123","Q96A83","io"
"P08123","P02452","io"
"P08123","P12107","io"
"P08123","P12111","io"
"P08123","Q9BXS0","io"
"P08123","Q01955","io"
"P08123","P02461","io"
"P08123","P20849","io"
"P08123","Q9UMD9","io"
"P08123","P27658","io"
"P08123","P05997","io"
"P08123","P29400","io"
"P08123","A8TX70","io"
"P08123","Q8IZC6","io"
"P08123","P39059","io"
"P08123","Q5TAT6","io"
"P08123","Q05707","io"
"P06681","P0C0L4","io"
"P06681","P0C0L5","io"
"P02461","P25940","io"
"P02461","P53420","io"
"P02461","Q17RW2","io"
"P02461","Q96P44","io"
"P02461","P20908","io"
"P02461","Q8NFW1","io"
"P02461","P12109","io"
"P02461","P02458","io"
"P02461","Q9P218","io"
"P02461","Q05707","io"
"P02461","P29400","io"
"P02461","P12107","io"
"P02461","Q14993","io"
"P02461","Q96A83","io"
"P02461","Q86Y22","io"
"P02461","Q5TAT6","io"
"P02461","P13942","io"
"P02461","P39059","io"
"P02461","P20849","io"
"P02461","P08572","io"
"P02461","P12110","io"
"P02461","Q9BXS0","io"
"P02461","A6NMZ7","io"
"P02461","Q8IZC6","io"
"P02461","Q02388","io"
"P02461","P08123","io"
"P02461","P39060","io"
"P02461","Q2UY09","io"
"P02461","Q9UMD9","io"
"P02461","Q99715","io"
"P02461","P02452","io"
"P02461","P07237","io"
"P02461","Q07092","io"
"P02461","P27658","io"
"P02461","P02462","io"
"P02461","P25067","io"
"P02461","Q01955","io"
"P02461","Q03692","io"
"P02461","A8TX70","io"
"P02461","Q14050","io"
"P02461","Q14031","io"
"P02461","Q14055","io"
"P02461","P12111","io"
"P02461","P05997","io"
"P08572","P13942","io"
"P08572","Q2UY09","io"
"P08572","Q99715","io"
"P08572","P12109","io"
"P08572","Q03692","io"
"P08572","Q14050","io"
"P08572","P02452","io"
"P08572","P12111","io"
"P08572","P07237","io"
"P08572","P39059","io"
"P08572","Q9P218","io"
"P08572","A6NMZ7","io"
"P08572","P02458","io"
"P08572","P25940","io"
"P08572","Q07092","io"
"P08572","Q96P44","io"
"P08572","Q14031","io"
"P08572","P12110","io"
"P08572","Q17RW2","io"
"P08572","Q9BXS0","io"
"P08572","Q01955","io"
"P08572","Q8IZC6","io"
"P08572","Q14993","io"
"P08572","Q96A83","io"
"P08572","Q86Y22","io"
"P08572","P20849","io"
"P08572","Q9UMD9","io"
"P08572","A8TX70","io"
"P08572","Q5TAT6","io"
"P08572","Q8NFW1","io"
"P08572","P05997","io"
"P08572","P12107","io"
"P08572","Q02388","io"
"P08572","P39060","io"
"P08572","P27658","io"
"P08572","P29400","io"
"P08572","P20908","io"
"P08572","P08123","io"
"P08572","Q14055","io"
"P08572","P53420","io"
"P08572","P02462","io"
"P08572","P02461","io"
"P08572","Q05707","io"
"P08572","P25067","io"
"P20908","P08123","io"
"P20908","P05997","io"
"P20908","Q96A83","io"
"P20908","P02461","io"
"P20908","Q8IZC6","io"
"P20908","P12107","io"
"P20908","Q14031","io"
"P20908","A6NMZ7","io"
"P20908","Q99715","io"
"P20908","P13942","io"
"P20908","P27658","io"
"P20908","P29400","io"
"P20908","Q2UY09","io"
"P20908","P02452","io"
"P20908","P39059","io"
"P20908","P12109","io"
"P20908","Q07092","io"
"P20908","Q8NFW1","io"
"P20908","P20849","io"
"P20908","Q5TAT6","io"
"P20908","Q01955","io"
"P20908","Q96P44","io"
"P20908","Q05707","io"
"P20908","P25067","io"
"P20908","Q9BXS0","io"
"P20908","Q86Y22","io"
"P20908","Q9P218","io"
"P20908","P53420","io"
"P20908","Q03692","io"
"P20908","Q02388","io"
"P20908","P39060","io"
"P20908","P12110","io"
"P20908","Q14993","io"
"P20908","P08572","io"
"P20908","P07237","io"
"P20908","A8TX70","io"
"P20908","P25940","io"
"P20908","Q14055","io"
"P20908","P02462","io"
"P20908","P02458","io"
"P20908","P12111","io"
"P20908","Q17RW2","io"
"P20908","Q9UMD9","io"
"P20908","Q14050","io"
"P25940","P07237","io"
"P25940","P08123","io"
"P25940","P20849","io"
"P25940","P27658","io"
"P25940","Q07092","io"
"P25940","A8TX70","io"
"P25940","P05997","io"
"P25940","P53420","io"
"P25940","P02461","io"
"P25940","Q03692","io"
"P25940","Q01955","io"
"P25940","P39060","io"
"P25940","Q86Y22","io"
"P25940","P02462","io"
"P25940","Q9BXS0","io"
"P25940","Q96A83","io"
"P25940","P02458","io"
"P25940","P12111","io"
"P25940","Q17RW2","io"
"P25940","P25067","io"
"P25940","Q96P44","io"
"P25940","P02452","io"
"P25940","Q9UMD9","io"
"P25940","Q2UY09","io"
"P25940","Q14031","io"
"P25940","P08572","io"
"P25940","Q14050","io"
"P25940","P20908","io"
"P25940","P13942","io"
"P25940","Q8NFW1","io"
"P25940","Q05707","io"
"P25940","P39059","io"
"P25940","Q99715","io"
"P25940","P12107","io"
"P25940","Q8IZC6","io"
"P25940","P12109","io"
"P25940","A6NMZ7","io"
"P25940","P12110","io"
"P25940","P29400","io"
"P25940","Q02388","io"
"P25940","Q5TAT6","io"
"P25940","Q14055","io"
"P25940","Q9P218","io"
"P25940","Q14993","io"
"P12110","Q14031","io"
"P12110","Q99715","io"
"P12110","P05997","io"
"P12110","P27658","io"
"P12110","Q14055","io"
"P12110","P29400","io"
"P12110","P02461","io"
"P12110","Q2UY09","io"
"P12110","Q9P218","io"
"P12110","P53420","io"
"P12110","P13942","io"
"P12110","Q86Y22","io"
"P12110","P39060","io"
"P12110","Q05707","io"
"P12110","Q9UMD9","io"
"P12110","Q03692","io"
"P12110","P02458","io"
"P12110","Q9BXS0","io"
"P12110","P39059","io"
"P12110","P02452","io"
"P12110","P12111","io"
"P12110","P12107","io"
"P12110","Q8NFW1","io"
"P12110","P07237","io"
"P12110","Q07092","io"
"P12110","P20849","io"
"P12110","A8TX70","io"
"P12110","P25067","io"
"P12110","Q5TAT6","io"
"P12110","A6NMZ7","io"
"P12110","Q8IZC6","io"
"P12110","Q14050","io"
"P12110","P08572","io"
"P12110","Q96P44","io"
"P12110","P25940","io"
"P12110","P08123","io"
"P12110","Q14993","io"
"P12110","Q17RW2","io"
"P12110","P12109","io"
"P12110","P20908","io"
"P12110","Q02388","io"
"P12110","Q01955","io"
"P12110","Q96A83","io"
"P12110","P02462","io"
"A6NMZ7","Q03692","io"
"A6NMZ7","Q5TAT6","io"
"A6NMZ7","Q14993","io"
"A6NMZ7","Q96P44","io"
"A6NMZ7","Q05707","io"
"A6NMZ7","P20849","io"
"A6NMZ7","P29400","io"
"A6NMZ7","Q8NFW1","io"
"A6NMZ7","P39060","io"
"A6NMZ7","Q01955","io"
"A6NMZ7","Q99715","io"
"A6NMZ7","P07237","io"
"A6NMZ7","P08572","io"
"A6NMZ7","A8TX70","io"
"A6NMZ7","P25067","io"
"A6NMZ7","Q02388","io"
"A6NMZ7","P39059","io"
"A6NMZ7","Q17RW2","io"
"A6NMZ7","Q07092","io"
"A6NMZ7","P02462","io"
"A6NMZ7","P02452","io"
"A6NMZ7","Q14050","io"
"A6NMZ7","P20908","io"
"A6NMZ7","P12109","io"
"A6NMZ7","P12107","io"
"A6NMZ7","P12110","io"
"A6NMZ7","Q96A83","io"
"A6NMZ7","Q14031","io"
"A6NMZ7","Q14055","io"
"A6NMZ7","P27658","io"
"A6NMZ7","P13942","io"
"A6NMZ7","Q9P218","io"
"A6NMZ7","P12111","io"
"A6NMZ7","P53420","io"
"A6NMZ7","Q9UMD9","io"
"A6NMZ7","P02458","io"
"A6NMZ7","Q8IZC6","io"
"A6NMZ7","Q9BXS0","io"
"A6NMZ7","Q86Y22","io"
"A6NMZ7","P08123","io"
"A6NMZ7","P25940","io"
"A6NMZ7","P05997","io"
"A6NMZ7","Q2UY09","io"
"A6NMZ7","P02461","io"
"P20849","Q8IZC6","io"
"P20849","Q99715","io"
"P20849","P12110","io"
"P20849","P08572","io"
"P20849","P25940","io"
"P20849","Q86Y22","io"
"P20849","A8TX70","io"
"P20849","P05997","io"
"P20849","P39060","io"
"P20849","P02462","io"
"P20849","A6NMZ7","io"
"P20849","Q14993","io"
"P20849","P02458","io"
"P20849","P12111","io"
"P20849","P02461","io"
"P20849","P20908","io"
"P20849","P39059","io"
"P20849","P53420","io"
"P20849","Q17RW2","io"
"P20849","P12109","io"
"P20849","Q8NFW1","io"
"P20849","Q9P218","io"
"P20849","Q03692","io"
"P20849","Q14055","io"
"P20849","Q14050","io"
"P20849","Q14031","io"
"P20849","Q9BXS0","io"
"P20849","Q07092","io"
"P20849","P08123","io"
"P20849","Q01955","io"
"P20849","P27658","io"
"P20849","Q5TAT6","io"
"P20849","P12107","io"
"P20849","P13942","io"
"P20849","Q9UMD9","io"
"P20849","Q96P44","io"
"P20849","Q2UY09","io"
"P20849","Q05707","io"
"P20849","Q02388","io"
"P20849","P07237","io"
"P20849","P29400","io"
"P20849","P02452","io"
"P20849","Q96A83","io"
"P20849","P25067","io"
"Q05707","P08123","io"
"Q05707","P13942","io"
"Q05707","P07237","io"
"Q05707","Q9UMD9","io"
"Q05707","Q5TAT6","io"
"Q05707","Q9BXS0","io"
"Q05707","Q8IZC6","io"
"Q05707","P12107","io"
"Q05707","Q8NFW1","io"
"Q05707","A6NMZ7","io"
"Q05707","P05997","io"
"Q05707","P25067","io"
"Q05707","Q17RW2","io"
"Q05707","Q02388","io"
"Q05707","Q96A83","io"
"Q05707","Q2UY09","io"
"Q05707","Q96P44","io"
"Q05707","P12110","io"
"Q05707","P39060","io"
"Q05707","P29400","io"
"Q05707","P20849","io"
"Q05707","Q01955","io"
"Q05707","P39059","io"
"Q05707","Q9P218","io"
"Q05707","P02452","io"
"Q05707","A8TX70","io"
"Q05707","P02461","io"
"Q05707","P08572","io"
"Q05707","P02458","io"
"Q05707","P25940","io"
"Q05707","Q03692","io"
"Q05707","Q99715","io"
"Q05707","P12111","io"
"Q05707","P27658","io"
"Q05707","Q86Y22","io"
"Q05707","P12109","io"
"Q05707","P53420","io"
"Q05707","Q14050","io"
"Q05707","P20908","io"
"Q05707","Q14055","io"
"Q05707","Q07092","io"
"Q05707","Q14031","io"
"Q05707","Q14993","io"
"Q05707","P02462","io"
"Q17RW2","Q99715","io"
"Q17RW2","Q9UMD9","io"
"Q17RW2","Q14055","io"
"Q17RW2","Q9P218","io"
"Q17RW2","Q8IZC6","io"
"Q17RW2","Q14050","io"
"Q17RW2","Q9BXS0","io"
"Q17RW2","Q01955","io"
"Q17RW2","P20908","io"
"Q17RW2","Q07092","io"
"Q17RW2","Q8NFW1","io"
"Q17RW2","P20849","io"
"Q17RW2","Q96A83","io"
"Q17RW2","P39060","io"
"Q17RW2","P25940","io"
"Q17RW2","Q14031","io"
"Q17RW2","P08123","io"
"Q17RW2","Q86Y22","io"
"Q17RW2","P29400","io"
"Q17RW2","P12111","io"
"Q17RW2","Q2UY09","io"
"Q17RW2","Q02388","io"
"Q17RW2","P07237","io"
"Q17RW2","Q14993","io"
"Q17RW2","P02462","io"
"Q17RW2","Q96P44","io"
"Q17RW2","P39059","io"
"Q17RW2","Q03692","io"
"Q17RW2","P25067","io"
"Q17RW2","P27658","io"
"Q17RW2","P05997","io"
"Q17RW2","A6NMZ7","io"
"Q17RW2","P12110","io"
"Q17RW2","P12107","io"
"Q17RW2","P08572","io"
"Q17RW2","P12109","io"
"Q17RW2","Q5TAT6","io"
"Q17RW2","P53420","io"
"Q17RW2","P02461","io"
"Q17RW2","P02452","io"
"Q17RW2","P13942","io"
"Q17RW2","A8TX70","io"
"Q17RW2","Q05707","io"
"Q17RW2","P02458","io"
"Q14031","P12107","io"
"Q14031","P12111","io"
"Q14031","P12109","io"
"Q14031","P08123","io"
"Q14031","Q17RW2","io"
"Q14031","Q2UY09","io"
"Q14031","P08572","io"
"Q14031","Q96A83","io"
"Q14031","P20908","io"
"Q14031","Q01955","io"
"Q14031","P20849","io"
"Q14031","Q96P44","io"
"Q14031","Q5TAT6","io"
"Q14031","P25940","io"
"Q14031","P05997","io"
"Q14031","Q86Y22","io"
"Q14031","A8TX70","io"
"Q14031","Q8IZC6","io"
"Q14031","P13942","io"
"Q14031","Q14055","io"
"Q14031","Q9UMD9","io"
"Q14031","Q9BXS0","io"
"Q14031","P53420","io"
"Q14031","P02461","io"
"Q14031","P25067","io"
"Q14031","A6NMZ7","io"
"Q14031","Q9P218","io"
"Q14031","Q05707","io"
"Q14031","Q99715","io"
"Q14031","Q8NFW1","io"
"Q14031","P12110","io"
"Q14031","Q14050","io"
"Q14031","P27658","io"
"Q14031","P02462","io"
"Q14031","P39060","io"
"Q14031","P02458","io"
"Q14031","Q03692","io"
"Q14031","P29400","io"
"Q14031","P02452","io"
"Q14031","Q14993","io"
"Q14031","P39059","io"
"Q14031","Q02388","io"
"Q14031","Q07092","io"
"Q14031","P07237","io"
"P0C0L5","P06681","io"
"P0C0L5","P0C0L4","io"
"Q99715","Q96P44","io"
"Q99715","P29400","io"
"Q99715","Q17RW2","io"
"Q99715","Q9BXS0","io"
"Q99715","P20849","io"
"Q99715","P25940","io"
"Q99715","Q03692","io"
"Q99715","P08123","io"
"Q99715","P39059","io"
"Q99715","Q9P218","io"
"Q99715","Q14031","io"
"Q99715","Q2UY09","io"
"Q99715","Q8NFW1","io"
"Q99715","Q8IZC6","io"
"Q99715","P25067","io"
"Q99715","Q01955","io"
"Q99715","P02461","io"
"Q99715","Q96A83","io"
"Q99715","P20908","io"
"Q99715","P39060","io"
"Q99715","P12107","io"
"Q99715","P13942","io"
"Q99715","P12109","io"
"Q99715","P12110","io"
"Q99715","Q14050","io"
"Q99715","Q9UMD9","io"
"Q99715","P02452","io"
"Q99715","P02462","io"
"Q99715","P08572","io"
"Q99715","P02458","io"
"Q99715","P53420","io"
"Q99715","Q07092","io"
"Q99715","A8TX70","io"
"Q99715","Q14993","io"
"Q99715","Q02388","io"
"Q99715","Q14055","io"
"Q99715","Q05707","io"
"Q99715","A6NMZ7","io"
"Q99715","P12111","io"
"Q99715","P05997","io"
"Q99715","P27658","io"
"Q99715","Q86Y22","io"
"Q99715","Q5TAT6","io"
"Q99715","P07237","io"
"P05997","P39060","io"
"P05997","P12110","io"
"P05997","Q05707","io"
"P05997","Q5TAT6","io"
"P05997","P29400","io"
"P05997","P53420","io"
"P05997","Q14031","io"
"P05997","P13942","io"
"P05997","P08123","io"
"P05997","Q8NFW1","io"
"P05997","P20908","io"
"P05997","A6NMZ7","io"
"P05997","Q96A83","io"
"P05997","P20849","io"
"P05997","Q01955","io"
"P05997","P02458","io"
"P05997","P02452","io"
"P05997","P25067","io"
"P05997","P12107","io"
"P05997","Q02388","io"
"P05997","P07237","io"
"P05997","Q9P218","io"
"P05997","Q86Y22","io"
"P05997","Q07092","io"
"P05997","Q99715","io"
"P05997","Q2UY09","io"
"P05997","Q03692","io"
"P05997","P12111","io"
"P05997","Q14055","io"
"P05997","P02461","io"
"P05997","Q14050","io"
"P05997","Q96P44","io"
"P05997","Q8IZC6","io"
"P05997","Q9UMD9","io"
"P05997","P12109","io"
"P05997","Q17RW2","io"
"P05997","P27658","io"
"P05997","A8TX70","io"
"P05997","P02462","io"
"P05997","P25940","io"
"P05997","P39059","io"
"P05997","Q14993","io"
"P05997","P08572","io"
"P05997","Q9BXS0","io"
"P12111","Q86Y22","io"
"P12111","Q9BXS0","io"
"P12111","P25067","io"
"P12111","Q02388","io"
"P12111","Q96A83","io"
"P12111","P13942","io"
"P12111","P20849","io"
"P12111","Q2UY09","io"
"P12111","Q9UMD9","io"
"P12111","Q05707","io"
"P12111","P02452","io"
"P12111","P12107","io"
"P12111","Q07092","io"
"P12111","Q8IZC6","io"
"P12111","Q14993","io"
"P12111","P29400","io"
"P12111","P39059","io"
"P12111","P20908","io"
"P12111","P02458","io"
"P12111","A8TX70","io"
"P12111","P08123","io"
"P12111","Q5TAT6","io"
"P12111","Q17RW2","io"
"P12111","Q8NFW1","io"
"P12111","Q14055","io"
"P12111","Q01955","io"
"P12111","Q99715","io"
"P12111","Q14050","io"
"P12111","P12109","io"
"P12111","Q96P44","io"
"P12111","P02462","io"
"P12111","P27658","io"
"P12111","Q14031","io"
"P12111","P53420","io"
"P12111","P05997","io"
"P12111","P12110","io"
"P12111","Q03692","io"
"P12111","P08572","io"
"P12111","P25940","io"
"P12111","A6NMZ7","io"
"P12111","P07237","io"
"P12111","P02461","io"
"P12111","Q9P218","io"
"P12111","P39060","io"
"P25067","P53420","io"
"P25067","A8TX70","io"
"P25067","Q14055","io"
"P25067","Q9BXS0","io"
"P25067","P12111","io"
"P25067","P27658","io"
"P25067","P25940","io"
"P25067","Q8IZC6","io"
"P25067","Q96A83","io"
"P25067","P07237","io"
"P25067","P20849","io"
"P25067","P13942","io"
"P25067","P39059","io"
"P25067","P02452","io"
"P25067","Q05707","io"
"P25067","P12107","io"
"P25067","Q96P44","io"
"P25067","Q5TAT6","io"
"P25067","P08123","io"
"P25067","Q99715","io"
"P25067","Q17RW2","io"
"P25067","Q14993","io"
"P25067","P05997","io"
"P25067","Q14031","io"
"P25067","Q07092","io"
"P25067","Q9UMD9","io"
"P25067","P02462","io"
"P25067","Q02388","io"
"P25067","A6NMZ7","io"
"P25067","Q8NFW1","io"
"P25067","P02461","io"
"P25067","P02458","io"
"P25067","Q86Y22","io"
"P25067","P12109","io"
"P25067","Q03692","io"
"P25067","P08572","io"
"P25067","P39060","io"
"P25067","Q2UY09","io"
"P25067","P12110","io"
"P25067","Q9P218","io"
"P25067","Q14050","io"
"P25067","P20908","io"
"P25067","Q01955","io"
"P25067","P29400","io"
"Q14050","P02461","io"
"Q14050","P02458","io"
"Q14050","P39059","io"
"Q14050","P53420","io"
"Q14050","Q9UMD9","io"
"Q14050","Q96A83","io"
"Q14050","Q03692","io"
"Q14050","Q86Y22","io"
"Q14050","Q07092","io"
"Q14050","Q14993","io"
"Q14050","Q05707","io"
"Q14050","P29400","io"
"Q14050","Q14031","io"
"Q14050","Q99715","io"
"Q14050","A6NMZ7","io"
"Q14050","Q5TAT6","io"
"Q14050","P12110","io"
"Q14050","Q14055","io"
"Q14050","P12107","io"
"Q14050","P07237","io"
"Q14050","P39060","io"
"Q14050","P12109","io"
"Q14050","P25067","io"
"Q14050","P25940","io"
"Q14050","Q2UY09","io"
"Q14050","P20849","io"
"Q14050","Q9BXS0","io"
"Q14050","P13942","io"
"Q14050","Q96P44","io"
"Q14050","Q8IZC6","io"
"Q14050","P02452","io"
"Q14050","P20908","io"
"Q14050","P12111","io"
"Q14050","A8TX70","io"
"Q14050","P05997","io"
"Q14050","Q9P218","io"
"Q14050","Q8NFW1","io"
"Q14050","P27658","io"
"Q14050","Q17RW2","io"
"Q14050","P08123","io"
"Q14050","P08572","io"
"Q14050","P02462","io"
"Q14050","Q01955","io"
"Q14050","Q02388","io"
"Q07092","Q99715","io"
"Q07092","P13942","io"
"Q07092","P20849","io"
"Q07092","Q03692","io"
"Q07092","P02458","io"
"Q07092","A8TX70","io"
"Q07092","Q8IZC6","io"
"Q07092","Q96A83","io"
"Q07092","Q96P44","io"
"Q07092","P12110","io"
"Q07092","P08123","io"
"Q07092","Q86Y22","io"
"Q07092","P02461","io"
"Q07092","P27658","io"
"Q07092","Q02388","io"
"Q07092","Q14031","io"
"Q07092","Q9P218","io"
"Q07092","P39060","io"
"Q07092","Q05707","io"
"Q07092","P07237","io"
"Q07092","P25067","io"
"Q07092","P12107","io"
"Q07092","P53420","io"
"Q07092","P12111","io"
"Q07092","A6NMZ7","io"
"Q07092","Q9BXS0","io"
"Q07092","P08572","io"
"Q07092","P20908","io"
"Q07092","P02462","io"
"Q07092","Q17RW2","io"
"Q07092","Q9UMD9","io"
"Q07092","Q2UY09","io"
"Q07092","P05997","io"
"Q07092","P02452","io"
"Q07092","Q8NFW1","io"
"Q07092","Q14055","io"
"Q07092","Q14993","io"
"Q07092","Q5TAT6","io"
"Q07092","Q14050","io"
"Q07092","P25940","io"
"Q07092","P12109","io"
"Q07092","P39059","io"
"Q07092","P29400","io"
"Q07092","Q01955","io"
"Q14993","Q01955","io"
"Q14993","P29400","io"
"Q14993","Q5TAT6","io"
"Q14993","P53420","io"
"Q14993","P25940","io"
"Q14993","P39059","io"
"Q14993","Q07092","io"
"Q14993","Q02388","io"
"Q14993","P20849","io"
"Q14993","Q2UY09","io"
"Q14993","A8TX70","io"
"Q14993","P39060","io"
"Q14993","P27658","io"
"Q14993","P02462","io"
"Q14993","P08572","io"
"Q14993","Q86Y22","io"
"Q14993","Q9BXS0","io"
"Q14993","Q9UMD9","io"
"Q14993","P08123","io"
"Q14993","Q14055","io"
