"from","to","type"
"P48047","Q06055","io"
"P48047","P30049","io"
"P48047","P06576","io"
"P48047","P05496","io"
"P03928","P56134","io"
"P03928","Q06055","io"
"P03928","P25705","io"
"P03928","P48047","io"
"P03928","O75947","io"
"P03928","P56381","io"
"P03928","P36542","io"
"P03928","P24539","io"
"P03928","P30049","io"
"P03928","O75964","io"
"P03928","P06576","io"
"P03928","P05496","io"
"P03928","P48201","io"
"P03928","P56385","io"
"P03928","P00846","io"
"P03928","Q99766","io"
"P03928","P18859","io"
"P36542","Q99766","io"
"P36542","P25705","io"
"P36542","P56381","io"
"P36542","O75947","io"
"P36542","Q06055","io"
"P36542","P00846","io"
"P36542","P03928","io"
"P36542","P30049","io"
"P36542","P18859","io"
"P36542","P48047","io"
"P36542","P56134","io"
"P36542","P05496","io"
"P36542","O75964","io"
"P36542","P06576","io"
"P36542","P56385","io"
"P36542","P48201","io"
"P36542","P24539","io"
"P46663","P01042","io"
"P46663","P30411","io"
"P30411","P46663","io"
"P30411","P01042","io"
"P15291","P00709","io"
"P40259","P01780","io"
"P40259","P01701","io"
"P40259","P01594","io"
"P40259","P01721","io"
"P40259","P06312","io"
"P40259","P04432","io"
"P40259","P01764","io"
"P40259","P06310","io"
"P40259","P01704","io"
"P40259","P80748","io"
"P40259","P01772","io"
"P40259","P01597","io"
"P40259","P01700","io"
"P40259","P01782","io"
"P40259","P01611","io"
"P40259","P01706","io"
"P40259","P01871","io"
"P40259","P01824","io"
"P40259","P06315","io"
"P40259","P01768","io"
"P40259","P01880","io"
"P40259","P01599","io"
"P40259","P0CF74","io"
"P40259","P04211","io"
"P40259","P01742","io"
"P40259","P01714","io"
"P40259","P01817","io"
"P40259","P01615","io"
"P40259","P04433","io"
"P40259","P01699","io"
"P40259","P01718","io"
"P40259","P01703","io"
"P40259","P01763","io"
"P40259","P01715","io"
"P40259","P01619","io"
"P40259","P01717","io"
"P40259","P01814","io"
"P40259","P01825","io"
"P40259","P01602","io"
"P40259","P04430","io"
"P40259","P11912","io"
"P40259","A0M8Q6","io"
"P40259","P01593","io"
"P40259","A2NJV5","io"
"P40259","P01705","io"
"P40259","P01743","io"
"P40259","P01767","io"
"P40259","P0CG04","io"
"P40259","P01614","io"
"P40259","P01709","io"
"P40259","P01762","io"
"P40259","P01834","io"
"P40259","P06331","io"
"P40259","P01766","io"
"P40259","P01601","io"
"P40259","P01624","io"
"P21926","Q99075","io"
"P11912","P01718","io"
"P11912","P01824","io"
"P11912","A0M8Q6","io"
"P11912","P01715","io"
"P11912","P06331","io"
"P11912","P01599","io"
"P11912","P01705","io"
"P11912","P01763","io"
"P11912","P01619","io"
"P11912","P01700","io"
"P11912","P01825","io"
"P11912","P0CG04","io"
"P11912","P01704","io"
"P11912","P01743","io"
"P11912","A2NJV5","io"
"P11912","P01703","io"
"P11912","P01615","io"
"P11912","P01614","io"
"P11912","P01602","io"
"P11912","P01701","io"
"P11912","P06310","io"
"P11912","P01699","io"
"P11912","P0CF74","io"
"P11912","P01709","io"
"P11912","P01593","io"
"P11912","P40259","io"
"P11912","P01597","io"
"P11912","P01880","io"
"P11912","P01601","io"
"P11912","P01782","io"
"P11912","P01611","io"
"P11912","P01780","io"
"P11912","P04211","io"
"P11912","P01814","io"
"P11912","P01766","io"
"P11912","P01721","io"
"P11912","P01871","io"
"P11912","P01706","io"
"P11912","P01764","io"
"P11912","P01834","io"
"P11912","P80748","io"
"P11912","P01624","io"
"P11912","P06315","io"
"P11912","P01768","io"
"P11912","P01767","io"
"P11912","P01762","io"
"P11912","P01817","io"
"P11912","P04432","io"
"P11912","P04430","io"
"P11912","P01717","io"
"P11912","P01772","io"
"P11912","P04433","io"
"P11912","P01742","io"
"P11912","P06312","io"
"P11912","P01714","io"
"P11912","P01594","io"
"Q02388","P02461","io"
"Q02388","P39059","io"
"Q02388","P02452","io"
"Q02388","Q96A83","io"
"Q02388","Q86Y22","io"
"Q02388","Q14031","io"
"Q02388","P05997","io"
"Q02388","P20849","io"
"Q02388","Q5TAT6","io"
"Q02388","Q9BXS0","io"
"Q02388","Q9UMD9","io"
"Q02388","P12107","io"
"Q02388","P12110","io"
"Q02388","P39060","io"
"Q02388","Q17RW2","io"
"Q02388","P53420","io"
"Q02388","Q07092","io"
"Q02388","Q14993","io"
"Q02388","P20908","io"
"Q02388","Q03692","io"
"Q02388","P08572","io"
"Q02388","P25067","io"
"Q02388","P02458","io"
"Q02388","P12109","io"
"Q02388","Q96P44","io"
"Q02388","P07237","io"
"Q02388","Q05707","io"
"Q02388","Q01955","io"
"Q02388","P29400","io"
"Q02388","Q99715","io"
"Q02388","Q14050","io"
"Q02388","P08123","io"
"Q02388","Q14055","io"
"Q02388","Q9P218","io"
"Q02388","A6NMZ7","io"
"Q02388","Q2UY09","io"
"Q02388","P02462","io"
"Q02388","P13942","io"
"Q02388","P27658","io"
"Q02388","Q8NFW1","io"
"Q02388","P12111","io"
"Q02388","A8TX70","io"
"Q02388","Q8IZC6","io"
"Q02388","P25940","io"
"P12107","Q17RW2","io"
"P12107","A8TX70","io"
"P12107","P08123","io"
"P12107","Q14031","io"
"P12107","P02462","io"
"P12107","P02461","io"
"P12107","Q02388","io"
"P12107","Q03692","io"
"P12107","Q9P218","io"
"P12107","Q5TAT6","io"
"P12107","Q99715","io"
"P12107","P12111","io"
"P12107","Q05707","io"
"P12107","P20908","io"
"P12107","Q14993","io"
"P12107","Q9UMD9","io"
"P12107","Q14055","io"
"P12107","A6NMZ7","io"
"P12107","P29400","io"
"P12107","P20849","io"
"P12107","P25940","io"
"P12107","P27658","io"
"P12107","P53420","io"
"P12107","Q2UY09","io"
"P12107","Q14050","io"
"P12107","Q8IZC6","io"
"P12107","Q07092","io"
"P12107","P02452","io"
"P12107","P02458","io"
"P12107","Q96A83","io"
"P12107","P08572","io"
"P12107","P07237","io"
"P12107","P12109","io"
"P12107","Q01955","io"
"P12107","Q8NFW1","io"
"P12107","P12110","io"
"P12107","P13942","io"
"P12107","P39059","io"
"P12107","Q96P44","io"
"P12107","Q86Y22","io"
"P12107","Q9BXS0","io"
"P12107","P39060","io"
"P12107","P05997","io"
"P12107","P25067","io"
"P12109","P29400","io"
"P12109","Q96P44","io"
"P12109","P13942","io"
"P12109","Q14031","io"
"P12109","P20908","io"
"P12109","Q9BXS0","io"
"P12109","P02462","io"
"P12109","P05997","io"
"P12109","Q14055","io"
"P12109","Q01955","io"
"P12109","Q14050","io"
"P12109","Q96A83","io"
"P12109","Q14993","io"
"P12109","P02461","io"
"P12109","P08572","io"
"P12109","Q02388","io"
"P12109","Q8IZC6","io"
"P12109","P02452","io"
"P12109","P25940","io"
"P12109","P12110","io"
"P12109","Q03692","io"
"P12109","P39060","io"
"P12109","Q86Y22","io"
"P12109","P27658","io"
"P12109","A8TX70","io"
"P12109","Q5TAT6","io"
"P12109","Q2UY09","io"
"P12109","P12111","io"
"P12109","P20849","io"
"P12109","A6NMZ7","io"
"P12109","P08123","io"
"P12109","Q05707","io"
"P12109","Q9P218","io"
"P12109","Q8NFW1","io"
"P12109","Q9UMD9","io"
"P12109","Q17RW2","io"
"P12109","P25067","io"
"P12109","P02458","io"
"P12109","P53420","io"
"P12109","P07237","io"
"P12109","Q07092","io"
"P12109","P12107","io"
"P12109","Q99715","io"
"P12109","P39059","io"
"P13942","Q8NFW1","io"
"P13942","P29400","io"
"P13942","Q96A83","io"
"P13942","P07237","io"
"P13942","P20908","io"
"P13942","P25067","io"
"P13942","P12107","io"
"P13942","Q8IZC6","io"
"P13942","Q07092","io"
"P13942","Q03692","io"
"P13942","A6NMZ7","io"
"P13942","P02461","io"
"P13942","P39059","io"
"P13942","Q02388","io"
"P13942","Q9UMD9","io"
"P13942","P08123","io"
"P13942","Q9P218","io"
"P13942","Q5TAT6","io"
"P13942","P25940","io"
"P13942","P02462","io"
"P13942","P05997","io"
"P13942","P12109","io"
"P13942","P02458","io"
"P13942","Q2UY09","io"
"P13942","Q99715","io"
"P13942","A8TX70","io"
"P13942","Q9BXS0","io"
"P13942","P08572","io"
"P13942","P20849","io"
"P13942","P53420","io"
"P13942","Q14055","io"
"P13942","P12110","io"
"P13942","Q14031","io"
"P13942","P12111","io"
"P13942","Q01955","io"
"P13942","Q96P44","io"
"P13942","Q14050","io"
"P13942","P39060","io"
"P13942","Q17RW2","io"
"P13942","P02452","io"
"P13942","Q86Y22","io"
"P13942","P27658","io"
"P13942","Q14993","io"
"P13942","Q05707","io"
"Q96A83","Q02388","io"
"Q96A83","P07237","io"
"Q96A83","P25940","io"
"Q96A83","Q17RW2","io"
"Q96A83","P12109","io"
"Q96A83","A6NMZ7","io"
"Q96A83","Q9P218","io"
"Q96A83","P02458","io"
"Q96A83","P39060","io"
"Q96A83","Q2UY09","io"
"Q96A83","A8TX70","io"
"Q96A83","P12111","io"
"Q96A83","P29400","io"
"Q96A83","P13942","io"
"Q96A83","P20908","io"
"Q96A83","Q14050","io"
"Q96A83","P05997","io"
"Q96A83","Q9BXS0","io"
"Q96A83","Q86Y22","io"
"Q96A83","P02452","io"
"Q96A83","P08572","io"
"Q96A83","Q99715","io"
"Q96A83","P53420","io"
"Q96A83","P39059","io"
"Q96A83","P27658","io"
"Q96A83","Q8IZC6","io"
"Q96A83","Q96P44","io"
"Q96A83","P12110","io"
"Q96A83","Q14993","io"
"Q96A83","Q8NFW1","io"
"Q96A83","P02462","io"
"Q96A83","P25067","io"
"Q96A83","Q07092","io"
"Q96A83","P02461","io"
"Q96A83","Q01955","io"
"Q96A83","P20849","io"
"Q96A83","Q9UMD9","io"
"Q96A83","P08123","io"
"Q96A83","Q05707","io"
"Q96A83","P12107","io"
"Q96A83","Q03692","io"
"Q96A83","Q14031","io"
"Q96A83","Q5TAT6","io"
"Q96A83","Q14055","io"
"P27658","Q05707","io"
"P27658","P07237","io"
"P27658","Q02388","io"
"P27658","P39059","io"
"P27658","P08572","io"
"P27658","Q9P218","io"
"P27658","P12111","io"
"P27658","Q03692","io"
"P27658","Q17RW2","io"
"P27658","P02458","io"
"P27658","P25067","io"
"P27658","Q96P44","io"
"P27658","P29400","io"
"P27658","Q14055","io"
"P27658","Q14993","io"
"P27658","P25940","io"
"P27658","P02461","io"
"P27658","P53420","io"
"P27658","P08123","io"
"P27658","Q86Y22","io"
"P27658","P02462","io"
"P27658","P20908","io"
"P27658","Q14050","io"
"P27658","Q8IZC6","io"
"P27658","P39060","io"
"P27658","P05997","io"
"P27658","Q9BXS0","io"
"P27658","Q14031","io"
"P27658","P02452","io"
"P27658","Q5TAT6","io"
"P27658","Q99715","io"
"P27658","Q2UY09","io"
"P27658","A8TX70","io"
"P27658","Q01955","io"
"P27658","Q96A83","io"
"P27658","Q8NFW1","io"
"P27658","P12109","io"
"P27658","Q07092","io"
"P27658","P12107","io"
"P27658","P20849","io"
"P27658","Q9UMD9","io"
"P27658","P12110","io"
"P27658","P13942","io"
"P27658","A6NMZ7","io"
"Q14055","Q9UMD9","io"
"Q14055","P39059","io"
"Q14055","Q14031","io"
"Q14055","Q03692","io"
"Q14055","A6NMZ7","io"
"Q14055","P05997","io"
"Q14055","Q5TAT6","io"
"Q14055","P25067","io"
"Q14055","P13942","io"
"Q14055","Q05707","io"
"Q14055","P08572","io"
"Q14055","P12111","io"
"Q14055","P02461","io"
"Q14055","Q2UY09","io"
"Q14055","Q01955","io"
"Q14055","P20908","io"
"Q14055","P20849","io"
"Q14055","P12110","io"
"Q14055","Q8IZC6","io"
"Q14055","P53420","io"
"Q14055","Q96P44","io"
"Q14055","Q9P218","io"
"Q14055","P07237","io"
"Q14055","P25940","io"
"Q14055","P02452","io"
"Q14055","A8TX70","io"
"Q14055","P39060","io"
"Q14055","Q17RW2","io"
"Q14055","P12107","io"
"Q14055","Q9BXS0","io"
"Q14055","P12109","io"
"Q14055","Q02388","io"
"Q14055","P02462","io"
"Q14055","P08123","io"
"Q14055","P29400","io"
"Q14055","Q14050","io"
"Q14055","P27658","io"
"Q14055","Q14993","io"
"Q14055","Q96A83","io"
"Q14055","Q86Y22","io"
"Q14055","Q99715","io"
"Q14055","P02458","io"
"Q14055","Q8NFW1","io"
"Q14055","Q07092","io"
"P39059","Q9P218","io"
"P39059","Q07092","io"
"P39059","Q14055","io"
"P39059","P12111","io"
"P39059","Q86Y22","io"
"P39059","P02462","io"
"P39059","P20908","io"
"P39059","A8TX70","io"
"P39059","Q8NFW1","io"
"P39059","Q8IZC6","io"
"P39059","P02452","io"
"P39059","P53420","io"
"P39059","P25067","io"
"P39059","Q03692","io"
"P39059","Q96P44","io"
"P39059","P20849","io"
"P39059","P25940","io"
"P39059","P08123","io"
"P39059","P12109","io"
"P39059","P02458","io"
"P39059","Q9BXS0","io"
"P39059","P27658","io"
"P39059","A6NMZ7","io"
"P39059","P02461","io"
"P39059","Q96A83","io"
"P39059","P13942","io"
"P39059","P12110","io"
"P39059","Q2UY09","io"
"P39059","Q05707","io"
"P39059","P29400","io"
"P39059","P12107","io"
"P39059","Q5TAT6","io"
"P39059","Q14993","io"
"P39059","Q9UMD9","io"
"P39059","Q99715","io"
"P39059","Q14050","io"
"P39059","P39060","io"
"P39059","P05997","io"
"P39059","P08572","io"
"P39059","Q01955","io"
"P39059","Q02388","io"
"P39059","Q14031","io"
"P39059","P07237","io"
"P39059","Q17RW2","io"
"Q01955","A6NMZ7","io"
"Q01955","P02462","io"
"Q01955","Q8IZC6","io"
"Q01955","P08123","io"
"Q01955","P12111","io"
"Q01955","P02461","io"
"Q01955","P53420","io"
"Q01955","P29400","io"
"Q01955","P25940","io"
"Q01955","Q96A83","io"
"Q01955","Q17RW2","io"
"Q01955","P02458","io"
"Q01955","P02452","io"
"Q01955","Q05707","io"
"Q01955","P07237","io"
"Q01955","Q03692","io"
"Q01955","P39060","io"
"Q01955","P13942","io"
"Q01955","Q9P218","io"
"Q01955","Q14050","io"
"Q01955","P05997","io"
"Q01955","A8TX70","io"
"Q01955","Q14055","io"
"Q01955","P25067","io"
"Q01955","Q99715","io"
"Q01955","Q9UMD9","io"
"Q01955","P39059","io"
"Q01955","Q96P44","io"
"Q01955","Q9BXS0","io"
"Q01955","Q07092","io"
"Q01955","Q14993","io"
"Q01955","Q02388","io"
"Q01955","P20849","io"
"Q01955","Q8NFW1","io"
"Q01955","Q5TAT6","io"
"Q01955","P27658","io"
"Q01955","P08572","io"
"Q01955","Q14031","io"
"Q01955","Q86Y22","io"
"Q01955","P20908","io"
"Q01955","Q2UY09","io"
"Q01955","P12107","io"
"Q01955","P12110","io"
"Q01955","P12109","io"
"P0C0L4","P0C0L5","io"
"P0C0L4","P06681","io"
"A8TX70","Q07092","io"
"A8TX70","P20908","io"
"A8TX70","Q8NFW1","io"
"A8TX70","P02462","io"
"A8TX70","Q8IZC6","io"
"A8TX70","Q96A83","io"
"A8TX70","P05997","io"
"A8TX70","Q96P44","io"
"A8TX70","P08572","io"
"A8TX70","Q86Y22","io"
"A8TX70","Q14055","io"
"A8TX70","Q14050","io"
"A8TX70","P53420","io"
"A8TX70","Q14993","io"
"A8TX70","Q9BXS0","io"
"A8TX70","P20849","io"
"A8TX70","P02452","io"
"A8TX70","Q17RW2","io"
"A8TX70","Q02388","io"
"A8TX70","Q14031","io"
"A8TX70","P39060","io"
"A8TX70","P07237","io"
"A8TX70","Q9P218","io"
"A8TX70","P08123","io"
"A8TX70","P25940","io"
"A8TX70","P12110","io"
"A8TX70","P13942","io"
"A8TX70","P25067","io"
"A8TX70","Q01955","io"
"A8TX70","Q03692","io"
"A8TX70","P39059","io"
"A8TX70","Q05707","io"
"A8TX70","P02461","io"
"A8TX70","Q9UMD9","io"
"A8TX70","P12107","io"
"A8TX70","P02458","io"
"A8TX70","Q5TAT6","io"
"A8TX70","P29400","io"
"A8TX70","Q99715","io"
"A8TX70","Q2UY09","io"
"A8TX70","A6NMZ7","io"
"A8TX70","P27658","io"
"A8TX70","P12109","io"
"A8TX70","P12111","io"
"Q03692","P02458","io"
"Q03692","P25940","io"
"Q03692","P07237","io"
"Q03692","P08572","io"
"Q03692","A8TX70","io"
"Q03692","P27658","io"
"Q03692","P12109","io"
"Q03692","P02462","io"
"Q03692","P13942","io"
"Q03692","Q14050","io"
"Q03692","Q5TAT6","io"
"Q03692","Q07092","io"
"Q03692","P12111","io"
"Q03692","P12107","io"
"Q03692","Q99715","io"
"Q03692","Q02388","io"
"Q03692","Q14055","io"
"Q03692","Q96A83","io"
"Q03692","Q9UMD9","io"
"Q03692","Q9BXS0","io"
"Q03692","Q9P218","io"
"Q03692","Q2UY09","io"
"Q03692","Q14993","io"
"Q03692","Q8NFW1","io"
"Q03692","P29400","io"
"Q03692","Q17RW2","io"
"Q03692","Q96P44","io"
"Q03692","Q8IZC6","io"
"Q03692","P20908","io"
"Q03692","P12110","io"
"Q03692","P20849","io"
"Q03692","Q05707","io"
"Q03692","P39060","io"
"Q03692","P05997","io"
"Q03692","P08123","io"
"Q03692","Q01955","io"
"Q03692","Q86Y22","io"
"Q03692","P39059","io"
"Q03692","Q14031","io"
"Q03692","P02452","io"
"Q03692","P53420","io"
"Q03692","P25067","io"
"Q03692","P02461","io"
"Q03692","A6NMZ7","io"
"P39060","P53420","io"
"P39060","Q14993","io"
"P39060","P02458","io"
"P39060","A8TX70","io"
"P39060","P20908","io"
"P39060","Q8IZC6","io"
"P39060","P02461","io"
"P39060","P02452","io"
"P39060","Q86Y22","io"
"P39060","Q2UY09","io"
"P39060","Q05707","io"
"P39060","Q17RW2","io"
"P39060","P29400","io"
"P39060","P27658","io"
"P39060","P02462","io"
"P39060","P20849","io"
"P39060","Q8NFW1","io"
"P39060","Q02388","io"
"P39060","A6NMZ7","io"
"P39060","Q96P44","io"
"P39060","P07237","io"
"P39060","Q9BXS0","io"
"P39060","P12109","io"
"P39060","P08572","io"
"P39060","Q96A83","io"
"P39060","Q9P218","io"
"P39060","Q14050","io"
"P39060","P25067","io"
"P39060","Q14031","io"
"P39060","P25940","io"
"P39060","Q14055","io"
"P39060","P12107","io"
"P39060","P12110","io"
"P39060","Q99715","io"
"P39060","Q03692","io"
"P39060","P08123","io"
"P39060","Q07092","io"
"P39060","P13942","io"
"P39060","P12111","io"
"P39060","P05997","io"
"P39060","P39059","io"
"P39060","Q01955","io"
"P39060","Q9UMD9","io"
"P39060","Q5TAT6","io"
"Q9P218","P27658","io"
"Q9P218","A8TX70","io"
"Q9P218","P05997","io"
"Q9P218","P20849","io"
"Q9P218","P02458","io"
"Q9P218","P08123","io"
"Q9P218","P07237","io"
"Q9P218","P12109","io"
"Q9P218","P39059","io"
"Q9P218","Q03692","io"
"Q9P218","Q2UY09","io"
"Q9P218","P12111","io"
"Q9P218","Q5TAT6","io"
"Q9P218","Q01955","io"
"Q9P218","Q86Y22","io"
"Q9P218","Q14031","io"
"Q9P218","P25067","io"
"Q9P218","Q05707","io"
"Q9P218","P02462","io"
"Q9P218","Q02388","io"
"Q9P218","P02452","io"
"Q9P218","P39060","io"
"Q9P218","P12107","io"
"Q9P218","Q99715","io"
"Q9P218","Q14055","io"
"Q9P218","Q14993","io"
"Q9P218","Q8IZC6","io"
"Q9P218","P53420","io"
"Q9P218","Q8NFW1","io"
"Q9P218","P29400","io"
"Q9P218","P20908","io"
"Q9P218","P02461","io"
"Q9P218","Q17RW2","io"
"Q9P218","A6NMZ7","io"
"Q9P218","P25940","io"
"Q9P218","Q14050","io"
"Q9P218","Q9BXS0","io"
"Q9P218","Q07092","io"
"Q9P218","P12110","io"
"Q9P218","P13942","io"
"Q9P218","Q96A83","io"
"Q9P218","Q9UMD9","io"
"Q9P218","Q96P44","io"
"Q9P218","P08572","io"
"Q96P44","P25067","io"
"Q96P44","P12109","io"
"Q96P44","P07237","io"
"Q96P44","P29400","io"
"Q96P44","A6NMZ7","io"
"Q96P44","Q14055","io"
"Q96P44","P05997","io"
"Q96P44","P02462","io"
"Q96P44","P02461","io"
"Q96P44","Q14050","io"
"Q96P44","Q07092","io"
"Q96P44","A8TX70","io"
"Q96P44","Q05707","io"
"Q96P44","Q8IZC6","io"
"Q96P44","P08123","io"
"Q96P44","P02458","io"
"Q96P44","P02452","io"
"Q96P44","Q17RW2","io"
"Q96P44","P12111","io"
