"from","to","type"
"P46663","P01042","io"
"P46663","P30411","io"
"P30411","P46663","io"
"P30411","P01042","io"
"P68871","P69905","io"
"P69905","P68871","io"
"P01042","P46663","io"
"P01042","P30411","io"
"Q93100","P11217","co"
"Q93100","P06737","co"
"P46019","P06737","co"
"P46020","P11217","co"
"P15735","P06737","co"
"Q16816","P11217","co"
