"from","to","type"
"O75947","P30049","io"
"O75947","Q06055","io"
"O75947","P56381","io"
"O75947","P18859","io"
"O75947","Q99766","io"
"O75947","P25705","io"
"O75947","P05496","io"
"O75947","P24539","io"
"O75947","P06576","io"
"O75947","P48047","io"
"O75947","P00846","io"
"O75947","O75964","io"
"O75947","P56134","io"
"O75947","P48201","io"
"P05496","Q99766","io"
"P05496","P03928","io"
"P05496","P30049","io"
"P05496","P00846","io"
"P05496","Q06055","io"
"P05496","P56385","io"
"P05496","P06576","io"
"P05496","P24539","io"
"P05496","P56381","io"
"P05496","O75964","io"
"P05496","P25705","io"
"P05496","P36542","io"
"P05496","P18859","io"
"P05496","P48201","io"
"P05496","P56134","io"
"P05496","P48047","io"
"P05496","O75947","io"
"Q06055","Q99766","io"
"Q06055","P00846","io"
"Q06055","P30049","io"
"Q06055","P56134","io"
"Q06055","P25705","io"
"Q06055","P06576","io"
"Q06055","P03928","io"
"Q06055","P24539","io"
"Q06055","P05496","io"
"Q06055","P48201","io"
"Q06055","O75964","io"
"Q06055","P56385","io"
"Q06055","P56381","io"
"Q06055","O75947","io"
"Q06055","P36542","io"
"Q06055","P48047","io"
"Q06055","P18859","io"
"P30049","P36542","io"
"P30049","O75964","io"
"P30049","O75947","io"
"P30049","P48047","io"
"P30049","P18859","io"
"P30049","P56381","io"
"P30049","P06576","io"
"P30049","P56385","io"
"P30049","Q06055","io"
"P30049","P00846","io"
"P30049","P48201","io"
"P30049","P24539","io"
"P30049","P05496","io"
"P30049","Q99766","io"
"P30049","P25705","io"
"P30049","P56134","io"
"P30049","P03928","io"
"P56134","P06576","io"
"P56134","P03928","io"
"P56134","P25705","io"
"P56134","P24539","io"
"P56134","O75964","io"
"P56134","P18859","io"
"P56134","P30049","io"
"P56134","Q99766","io"
"P56134","P56381","io"
"P56134","P48047","io"
"P56134","Q06055","io"
"P56134","P36542","io"
"P56134","P56385","io"
"P56134","P05496","io"
"P56134","O75947","io"
"P56134","P00846","io"
"P56134","P48201","io"
"P56385","P00846","io"
"P56385","P36542","io"
"P56385","P06576","io"
"P56385","P30049","io"
"P56385","Q06055","io"
"P56385","P56381","io"
"P56385","O75947","io"
"P56385","P03928","io"
"P56385","O75964","io"
"P56385","P48047","io"
"P56385","P25705","io"
"P56385","P24539","io"
"P56385","P56134","io"
"P56385","P18859","io"
"P56385","Q99766","io"
"P56385","P05496","io"
"P56385","P48201","io"
"O75964","Q99766","io"
"O75964","P18859","io"
"O75964","P56134","io"
"O75964","P48201","io"
"O75964","P56385","io"
"O75964","P25705","io"
"O75964","P30049","io"
"O75964","Q06055","io"
"O75964","P05496","io"
"O75964","P00846","io"
"O75964","P03928","io"
"O75964","P36542","io"
"O75964","P24539","io"
"O75964","P06576","io"
"O75964","O75947","io"
"O75964","P48047","io"
"O75964","P56381","io"
"P25705","P30049","io"
"P25705","O75964","io"
"P25705","P06576","io"
"P25705","Q06055","io"
"P25705","P18859","io"
"P25705","P36542","io"
"P25705","P56385","io"
"P25705","P48201","io"
"P25705","P48047","io"
"P25705","O75947","io"
"P25705","P03928","io"
"P25705","P05496","io"
"P25705","Q99766","io"
"P25705","P24539","io"
"P25705","P56381","io"
"P25705","P56134","io"
"P25705","P00846","io"
"P18859","O75964","io"
"P18859","P00846","io"
"P18859","P06576","io"
"P18859","P56381","io"
"P18859","P24539","io"
"P18859","Q06055","io"
"P18859","P03928","io"
"P18859","P25705","io"
"P18859","P56385","io"
"P18859","Q99766","io"
"P18859","P30049","io"
"P18859","O75947","io"
"P18859","P36542","io"
"P18859","P05496","io"
"P18859","P56134","io"
"P18859","P48201","io"
"P18859","P48047","io"
"P48047","P06576","io"
"P48047","P48201","io"
"P48047","P03928","io"
"P48047","P24539","io"
"P48047","P25705","io"
"P48047","P00846","io"
"P48047","P56381","io"
"P48047","Q06055","io"
"P48047","Q99766","io"
"P48047","P56385","io"
"P48047","O75947","io"
"P48047","P36542","io"
"P48047","P18859","io"
"P48047","P56134","io"
"P48047","P30049","io"
"P48047","O75964","io"
"P48047","P05496","io"
"P03928","P48047","io"
"P03928","P00846","io"
"P03928","P56385","io"
"P03928","P48201","io"
"P03928","P56381","io"
"P03928","P06576","io"
"P03928","P24539","io"
"P03928","O75947","io"
"P03928","P56134","io"
"P03928","O75964","io"
"P03928","P36542","io"
"P03928","P30049","io"
"P03928","P18859","io"
"P03928","Q06055","io"
"P03928","P05496","io"
"P03928","Q99766","io"
"P03928","P25705","io"
"P36542","P30049","io"
"P36542","O75964","io"
"P36542","P05496","io"
"P36542","Q99766","io"
"P36542","P06576","io"
"P36542","O75947","io"
"P36542","Q06055","io"
"P36542","P00846","io"
"P36542","P56385","io"
"P36542","P48047","io"
"P36542","P24539","io"
"P36542","P18859","io"
"P36542","P48201","io"
"P36542","P56134","io"
"P36542","P03928","io"
"P36542","P25705","io"
"P36542","P56381","io"
"P46663","P01042","io"
"P46663","P30411","io"
"P30411","P01042","io"
"P30411","P46663","io"
"P15291","P00709","io"
"P02746","P01825","io"
"P02746","P01700","io"
"P02746","P04433","io"
"P02746","P01599","io"
"P02746","P06310","io"
"P02746","P01709","io"
"P02746","P01782","io"
"P02746","P01780","io"
"P02746","P01857","io"
"P02746","A0M8Q6","io"
"P02746","P01717","io"
"P02746","P01861","io"
"P02746","P01860","io"
"P02746","P06331","io"
"P02746","P06315","io"
"P02746","P01742","io"
"P02746","P01764","io"
"P02746","P01715","io"
"P02746","P01619","io"
"P02746","P04432","io"
"P02746","P01768","io"
"P02746","P06312","io"
"P02746","P01762","io"
"P02746","P01594","io"
"P02746","P01718","io"
"P02746","P01704","io"
"P02746","P01824","io"
"P02746","P80748","io"
"P02746","P01767","io"
"P02746","P01814","io"
"P02746","P01706","io"
"P02746","P01714","io"
"P02746","P04211","io"
"P02746","P02747","io"
"P02746","P04430","io"
"P02746","P01703","io"
"P02746","P01721","io"
"P02746","P00736","io"
"P02746","P01593","io"
"P02746","P01602","io"
"P02746","P01701","io"
"P02746","P01624","io"
"P02746","P01766","io"
"P02746","P01705","io"
"P02746","P0CF74","io"
"P02746","P02745","io"
"P02746","P01763","io"
"P02746","P01699","io"
"P02746","P01597","io"
"P02746","P01615","io"
"P02746","P01743","io"
"P02746","P01859","io"
"P02746","A2NJV5","io"
"P02746","P01614","io"
"P02746","P01601","io"
"P02746","P01817","io"
"P02746","P0CG04","io"
"P02746","P01611","io"
"P02746","P01772","io"
"P02746","P09871","io"
"P02746","P01834","io"
"P00736","P04433","io"
"P00736","P01762","io"
"P00736","P04432","io"
"P00736","P01602","io"
"P00736","P0CG04","io"
"P00736","P01861","io"
"P00736","P01704","io"
"P00736","P01597","io"
"P00736","P01742","io"
"P00736","P01767","io"
"P00736","P09871","io"
"P00736","P01611","io"
"P00736","P01721","io"
"P00736","P01699","io"
"P00736","P01614","io"
"P00736","P01717","io"
"P00736","P01743","io"
"P00736","P02746","io"
"P00736","P01715","io"
"P00736","P80748","io"
"P00736","P01768","io"
"P00736","P01701","io"
"P00736","P01859","io"
"P00736","P01709","io"
"P00736","P01706","io"
"P00736","P06331","io"
"P00736","P01718","io"
"P00736","P01825","io"
"P00736","P06312","io"
"P00736","A2NJV5","io"
"P00736","P0CF74","io"
"P00736","P01766","io"
"P00736","P04430","io"
"P00736","P02747","io"
"P00736","P01593","io"
"P00736","P01599","io"
"P00736","P01857","io"
"P00736","P06315","io"
"P00736","P01619","io"
"P00736","P01624","io"
"P00736","P01615","io"
"P00736","P01772","io"
"P00736","P01594","io"
"P00736","P01714","io"
"P00736","P01834","io"
"P00736","P01824","io"
"P00736","P02745","io"
"P00736","P01700","io"
"P00736","P01601","io"
"P00736","P06310","io"
"P00736","P01703","io"
"P00736","P01763","io"
"P00736","P01860","io"
"P00736","P01764","io"
"P00736","P01705","io"
"P00736","P01782","io"
"P00736","P04211","io"
"P00736","P01814","io"
"P00736","P01817","io"
"P00736","P01780","io"
"P00736","A0M8Q6","io"
"P02745","P01597","io"
"P02745","P01721","io"
"P02745","P00736","io"
"P02745","P01614","io"
"P02745","P01772","io"
"P02745","P04432","io"
"P02745","P01834","io"
"P02745","P01780","io"
"P02745","P01825","io"
"P02745","P01824","io"
"P02745","P01704","io"
"P02745","P01602","io"
"P02745","P01717","io"
"P02745","P01715","io"
"P02745","P0CF74","io"
"P02745","P01857","io"
"P02745","P01619","io"
"P02745","P01705","io"
"P02745","P01709","io"
"P02745","P01699","io"
"P02745","P04433","io"
"P02745","P01611","io"
"P02745","P01594","io"
"P02745","P01599","io"
"P02745","A2NJV5","io"
"P02745","P01624","io"
"P02745","P01714","io"
"P02745","P01762","io"
"P02745","P02747","io"
"P02745","P01861","io"
"P02745","P06315","io"
"P02745","A0M8Q6","io"
"P02745","P04430","io"
"P02745","P01701","io"
"P02745","P01700","io"
"P02745","P01814","io"
"P02745","P01768","io"
"P02745","P01766","io"
"P02745","P04211","io"
"P02745","P01859","io"
"P02745","P09871","io"
"P02745","P01767","io"
"P02745","P01742","io"
"P02745","P01860","io"
"P02745","P02746","io"
"P02745","P06331","io"
"P02745","P01743","io"
"P02745","P01615","io"
"P02745","P80748","io"
"P02745","P01764","io"
"P02745","P01718","io"
"P02745","P01703","io"
"P02745","P01782","io"
"P02745","P0CG04","io"
"P02745","P06310","io"
"P02745","P01706","io"
"P02745","P01763","io"
"P02745","P01817","io"
"P02745","P01593","io"
"P02745","P06312","io"
"P02745","P01601","io"
"P02747","P01614","io"
"P02747","P0CF74","io"
"P02747","P01701","io"
"P02747","P01857","io"
"P02747","P01597","io"
"P02747","P01861","io"
"P02747","P01709","io"
"P02747","P04433","io"
"P02747","P01593","io"
"P02747","P00736","io"
"P02747","P01615","io"
"P02747","P01715","io"
"P02747","P01601","io"
"P02747","P01619","io"
"P02747","P01624","io"
"P02747","P02745","io"
"P02747","P01814","io"
"P02747","P01817","io"
"P02747","P01700","io"
"P02747","P01743","io"
"P02747","P01602","io"
"P02747","P01721","io"
"P02747","P01782","io"
"P02747","P01766","io"
"P02747","P01859","io"
"P02747","P01703","io"
"P02747","P01594","io"
"P02747","P04430","io"
"P02747","P01714","io"
"P02747","P01742","io"
"P02747","P01764","io"
"P02747","P06331","io"
"P02747","P01611","io"
"P02747","P01767","io"
"P02747","P01824","io"
"P02747","P01718","io"
"P02747","P80748","io"
"P02747","P01699","io"
"P02747","P09871","io"
"P02747","P01763","io"
"P02747","P06310","io"
"P02747","P01772","io"
"P02747","P0CG04","io"
"P02747","P01704","io"
"P02747","P01762","io"
"P02747","P01717","io"
"P02747","P06315","io"
"P02747","P02746","io"
"P02747","A2NJV5","io"
"P02747","P01860","io"
"P02747","P01706","io"
"P02747","P01768","io"
"P02747","P04432","io"
"P02747","P01599","io"
"P02747","P01780","io"
"P02747","P01834","io"
"P02747","P04211","io"
"P02747","P06312","io"
"P02747","P01825","io"
"P02747","A0M8Q6","io"
"P02747","P01705","io"
"P40259","P01880","io"
"P40259","P01601","io"
"P40259","P01705","io"
"P40259","P01703","io"
"P40259","P01701","io"
"P40259","P0CF74","io"
"P40259","P01715","io"
"P40259","P01718","io"
"P40259","P01597","io"
"P40259","P04433","io"
"P40259","P01721","io"
"P40259","P01871","io"
"P40259","P06310","io"
"P40259","P01767","io"
"P40259","P01706","io"
"P40259","P01599","io"
"P40259","P01614","io"
"P40259","P06315","io"
"P40259","P01782","io"
"P40259","P0CG04","io"
"P40259","P01704","io"
"P40259","P01764","io"
"P40259","P04211","io"
"P40259","P01780","io"
"P40259","P06331","io"
"P40259","P01611","io"
"P40259","P01772","io"
"P40259","P01817","io"
"P40259","P01763","io"
"P40259","P01742","io"
"P40259","P06312","io"
"P40259","P01714","io"
"P40259","P80748","io"
"P40259","P01717","io"
"P40259","P01602","io"
"P40259","P01824","io"
"P40259","P01594","io"
"P40259","P01814","io"
"P40259","P01615","io"
"P40259","P01700","io"
"P40259","A0M8Q6","io"
"P40259","P01699","io"
"P40259","P01834","io"
"P40259","A2NJV5","io"
"P40259","P01762","io"
"P40259","P01709","io"
"P40259","P11912","io"
"P40259","P01743","io"
"P40259","P01619","io"
"P40259","P01766","io"
"P40259","P04432","io"
"P40259","P01768","io"
"P40259","P04430","io"
"P40259","P01593","io"
"P40259","P01624","io"
"P40259","P01825","io"
"P21926","Q99075","io"
"P09871","P04433","io"
"P09871","P01834","io"
"P09871","A2NJV5","io"
"P09871","P0CG04","io"
"P09871","P01742","io"
"P09871","P01611","io"
"P09871","P0CF74","io"
"P09871","P02746","io"
"P09871","P01701","io"
"P09871","P01743","io"
"P09871","P01700","io"
"P09871","P01705","io"
"P09871","P01715","io"
"P09871","P01717","io"
"P09871","P01706","io"
"P09871","P01703","io"
"P09871","P02747","io"
"P09871","P01614","io"
"P09871","P04430","io"
"P09871","P01714","io"
"P09871","P01766","io"
"P09871","P01601","io"
"P09871","P01768","io"
"P09871","P01615","io"
"P09871","P01767","io"
"P09871","P80748","io"
"P09871","P06312","io"
"P09871","P01624","io"
"P09871","P01764","io"
"P09871","A0M8Q6","io"
"P09871","P01597","io"
"P09871","P01861","io"
"P09871","P01763","io"
"P09871","P01825","io"
"P09871","P02745","io"
"P09871","P06310","io"
"P09871","P01704","io"
"P09871","P01709","io"
"P09871","P01824","io"
"P09871","P01860","io"
"P09871","P01721","io"
"P09871","P01857","io"
"P09871","P01594","io"
"P09871","P01699","io"
"P09871","P01782","io"
"P09871","P01762","io"
"P09871","P01780","io"
"P09871","P04432","io"
"P09871","P04211","io"
"P09871","P01593","io"
"P09871","P01619","io"
"P09871","P01718","io"
"P09871","P01814","io"
"P09871","P01817","io"
"P09871","P01772","io"
"P09871","P00736","io"
"P09871","P06315","io"
"P09871","P06331","io"
"P09871","P01599","io"
"P09871","P01602","io"
"P09871","P01859","io"
"P11912","P06310","io"
"P11912","P01871","io"
"P11912","P01764","io"
"P11912","P01602","io"
"P11912","P80748","io"
"P11912","P01700","io"
"P11912","P01599","io"
"P11912","P0CF74","io"
"P11912","P01772","io"
"P11912","P01611","io"
"P11912","P01619","io"
"P11912","P01721","io"
"P11912","P01706","io"
"P11912","P01824","io"
"P11912","P06315","io"
"P11912","P06331","io"
"P11912","P01597","io"
"P11912","P01624","io"
"P11912","P01601","io"
"P11912","P01718","io"
"P11912","P01763","io"
"P11912","P01742","io"
"P11912","P01766","io"
"P11912","P04211","io"
"P11912","P01880","io"
"P11912","P01699","io"
"P11912","P01762","io"
"P11912","P0CG04","io"
"P11912","P01714","io"
"P11912","P06312","io"
"P11912","P01768","io"
"P11912","P04433","io"
"P11912","P01709","io"
"P11912","P01701","io"
"P11912","P04430","io"
"P11912","P01715","io"
"P11912","P01825","io"
"P11912","P01814","io"
"P11912","P01767","io"
"P11912","P01593","io"
"P11912","P04432","io"
"P11912","P01743","io"
"P11912","P01615","io"
"P11912","P01780","io"
"P11912","P01717","io"
"P11912","A2NJV5","io"
"P11912","P01817","io"
"P11912","P01703","io"
"P11912","A0M8Q6","io"
"P11912","P01834","io"
"P11912","P01594","io"
"P11912","P40259","io"
"P11912","P01704","io"
"P11912","P01614","io"
"P11912","P01705","io"
"P11912","P01782","io"
"P00751","P0C0L5","io"
"P00751","P0C0L4","io"
"P00751","P06681","io"
"P00751","P27918","io"
"P00751","P08603","io"
"P00751","P01024","io"
"P00751","Q02985","io"
"P08603","P01024","io"
"P08603","Q02985","io"
"P08603","P00751","io"
"Q02388","P02462","io"
"Q02388","P29400","io"
"Q02388","P12110","io"
"Q02388","P12107","io"
"Q02388","Q8IZC6","io"
"Q02388","Q9UMD9","io"
"Q02388","Q14993","io"
"Q02388","P05997","io"
"Q02388","Q9P218","io"
"Q02388","P25067","io"
"Q02388","P02452","io"
"Q02388","Q05707","io"
"Q02388","P25940","io"
"Q02388","P20908","io"
"Q02388","P12109","io"
"Q02388","P13942","io"
"Q02388","Q8NFW1","io"
"Q02388","Q96P44","io"
"Q02388","Q9BXS0","io"
"Q02388","A6NMZ7","io"
"Q02388","P02461","io"
"Q02388","P39059","io"
"Q02388","P53420","io"
"Q02388","Q03692","io"
"Q02388","Q01955","io"
"Q02388","Q2UY09","io"
"Q02388","P08123","io"
"Q02388","Q14055","io"
"Q02388","Q17RW2","io"
"Q02388","Q07092","io"
"Q02388","Q5TAT6","io"
"Q02388","P07237","io"
"Q02388","P08572","io"
"Q02388","Q14050","io"
"Q02388","P12111","io"
"Q02388","Q96A83","io"
"Q02388","Q14031","io"
"Q02388","Q86Y22","io"
"Q02388","P20849","io"
"Q02388","P02458","io"
"Q02388","P39060","io"
"Q02388","P27658","io"
"Q02388","A8TX70","io"
"Q02388","Q99715","io"
"P12107","Q8NFW1","io"
"P12107","P39059","io"
"P12107","Q86Y22","io"
"P12107","Q5TAT6","io"
"P12107","Q14050","io"
"P12107","P29400","io"
"P12107","Q9BXS0","io"
"P12107","P07237","io"
"P12107","A6NMZ7","io"
"P12107","P39060","io"
"P12107","Q17RW2","io"
"P12107","P12111","io"
"P12107","Q96A83","io"
"P12107","P13942","io"
"P12107","P27658","io"
"P12107","P25067","io"
"P12107","P05997","io"
"P12107","P02452","io"
"P12107","Q9UMD9","io"
"P12107","P20849","io"
"P12107","Q8IZC6","io"
"P12107","P12110","io"
"P12107","P53420","io"
"P12107","P20908","io"
"P12107","Q07092","io"
"P12107","Q99715","io"
"P12107","P08572","io"
"P12107","Q01955","io"
"P12107","Q96P44","io"
"P12107","P25940","io"
"P12107","P12109","io"
"P12107","Q9P218","io"
"P12107","P02458","io"
"P12107","Q14055","io"
"P12107","P02461","io"
"P12107","Q14031","io"
"P12107","Q05707","io"
"P12107","P02462","io"
"P12107","Q02388","io"
"P12107","Q2UY09","io"
"P12107","A8TX70","io"
"P12107","Q14993","io"
"P12107","Q03692","io"
"P12107","P08123","io"
"P12109","P13942","io"
"P12109","P20849","io"
"P12109","P20908","io"
"P12109","P12110","io"
"P12109","P25940","io"
"P12109","P02461","io"
"P12109","Q96A83","io"
"P12109","Q03692","io"
"P12109","P12107","io"
"P12109","Q96P44","io"
"P12109","P02452","io"
"P12109","Q9P218","io"
"P12109","Q05707","io"
"P12109","Q14993","io"
"P12109","Q99715","io"
"P12109","Q07092","io"
"P12109","P29400","io"
"P12109","P53420","io"
"P12109","P12111","io"
"P12109","Q8IZC6","io"
"P12109","P27658","io"
"P12109","A8TX70","io"
"P12109","Q9UMD9","io"
"P12109","P02458","io"
"P12109","Q86Y22","io"
"P12109","P25067","io"
"P12109","Q14050","io"
"P12109","Q8NFW1","io"
"P12109","P05997","io"
"P12109","A6NMZ7","io"
"P12109","P08123","io"
"P12109","P39060","io"
"P12109","Q14031","io"
"P12109","P39059","io"
"P12109","Q14055","io"
"P12109","Q01955","io"
"P12109","Q9BXS0","io"
"P12109","P02462","io"
"P12109","Q17RW2","io"
"P12109","Q2UY09","io"
"P12109","P08572","io"
"P12109","P07237","io"
"P12109","Q5TAT6","io"
"P12109","Q02388","io"
"P13942","P08123","io"
"P13942","A6NMZ7","io"
"P13942","Q9BXS0","io"
"P13942","Q14055","io"
"P13942","P53420","io"
"P13942","Q17RW2","io"
"P13942","Q8IZC6","io"
"P13942","Q8NFW1","io"
"P13942","P02461","io"
"P13942","P05997","io"
"P13942","P12110","io"
"P13942","P29400","io"
"P13942","P12107","io"
"P13942","Q07092","io"
"P13942","P02458","io"
"P13942","P08572","io"
"P13942","Q14031","io"
"P13942","Q96A83","io"
"P13942","P39060","io"
"P13942","P25067","io"
"P13942","Q01955","io"
"P13942","P07237","io"
"P13942","Q9UMD9","io"
"P13942","P20908","io"
"P13942","Q02388","io"
"P13942","P12109","io"
"P13942","Q99715","io"
"P13942","Q9P218","io"
"P13942","Q14050","io"
"P13942","P12111","io"
"P13942","A8TX70","io"
"P13942","P39059","io"
"P13942","P25940","io"
"P13942","Q5TAT6","io"
"P13942","Q14993","io"
"P13942","P20849","io"
"P13942","Q86Y22","io"
"P13942","Q05707","io"
"P13942","P02452","io"
"P13942","P27658","io"
"P13942","Q2UY09","io"
"P13942","Q03692","io"
"P13942","Q96P44","io"
"P13942","P02462","io"
"Q96A83","Q9BXS0","io"
"Q96A83","P13942","io"
"Q96A83","Q99715","io"
"Q96A83","Q8NFW1","io"
"Q96A83","Q9UMD9","io"
"Q96A83","Q86Y22","io"
"Q96A83","Q96P44","io"
"Q96A83","Q02388","io"
"Q96A83","P02458","io"
"Q96A83","P02452","io"
"Q96A83","P08123","io"
"Q96A83","Q07092","io"
"Q96A83","Q14993","io"
"Q96A83","Q2UY09","io"
"Q96A83","P25940","io"
"Q96A83","P20849","io"
"Q96A83","Q8IZC6","io"
"Q96A83","Q9P218","io"
"Q96A83","P39060","io"
"Q96A83","P20908","io"
"Q96A83","P25067","io"
"Q96A83","A6NMZ7","io"
"Q96A83","Q14050","io"
"Q96A83","Q03692","io"
"Q96A83","P27658","io"
"Q96A83","P07237","io"
"Q96A83","P12111","io"
"Q96A83","A8TX70","io"
"Q96A83","P39059","io"
"Q96A83","P08572","io"
"Q96A83","Q05707","io"
"Q96A83","P29400","io"
"Q96A83","P12110","io"
"Q96A83","Q14031","io"
"Q96A83","P12107","io"
"Q96A83","P12109","io"
"Q96A83","P02462","io"
"Q96A83","Q14055","io"
"Q96A83","Q5TAT6","io"
"Q96A83","Q17RW2","io"
"Q96A83","P53420","io"
"Q96A83","P05997","io"
"Q96A83","Q01955","io"
"Q96A83","P02461","io"
"P27658","Q9BXS0","io"
"P27658","P05997","io"
"P27658","P02461","io"
"P27658","P53420","io"
"P27658","P02462","io"
"P27658","Q9P218","io"
"P27658","Q17RW2","io"
"P27658","Q14050","io"
"P27658","Q5TAT6","io"
"P27658","P20849","io"
"P27658","Q02388","io"
"P27658","A8TX70","io"
"P27658","Q86Y22","io"
"P27658","Q14055","io"
"P27658","P25940","io"
"P27658","P39059","io"
"P27658","P12111","io"
"P27658","P39060","io"
"P27658","Q2UY09","io"
"P27658","Q05707","io"
"P27658","P20908","io"
"P27658","P08572","io"
"P27658","P12107","io"
"P27658","Q8IZC6","io"
"P27658","P12109","io"
"P27658","P13942","io"
"P27658","Q03692","io"
"P27658","Q01955","io"
"P27658","P07237","io"
"P27658","P02452","io"
"P27658","Q14031","io"
"P27658","P02458","io"
"P27658","Q99715","io"
"P27658","Q07092","io"
"P27658","P08123","io"
"P27658","Q14993","io"
"P27658","P12110","io"
"P27658","A6NMZ7","io"
"P27658","Q96A83","io"
"P27658","Q8NFW1","io"
"P27658","P29400","io"
"P27658","Q9UMD9","io"
"P27658","Q96P44","io"
"P27658","P25067","io"
"Q14055","P39059","io"
"Q14055","Q2UY09","io"
"Q14055","Q17RW2","io"
"Q14055","Q99715","io"
"Q14055","Q03692","io"
"Q14055","Q8IZC6","io"
"Q14055","P02462","io"
"Q14055","P20849","io"
"Q14055","Q5TAT6","io"
"Q14055","P12111","io"
"Q14055","Q02388","io"
"Q14055","P27658","io"
"Q14055","Q14031","io"
"Q14055","P25940","io"
"Q14055","Q07092","io"
"Q14055","Q9BXS0","io"
"Q14055","P25067","io"
"Q14055","Q8NFW1","io"
"Q14055","P02461","io"
"Q14055","P02458","io"
"Q14055","P08572","io"
"Q14055","P20908","io"
"Q14055","Q96P44","io"
"Q14055","A6NMZ7","io"
"Q14055","P02452","io"
"Q14055","P29400","io"
"Q14055","P05997","io"
"Q14055","P12110","io"
"Q14055","Q01955","io"
"Q14055","P12109","io"
"Q14055","Q9P218","io"
"Q14055","P13942","io"
"Q14055","P39060","io"
"Q14055","Q14993","io"
"Q14055","Q96A83","io"
"Q14055","Q86Y22","io"
"Q14055","P53420","io"
"Q14055","A8TX70","io"
"Q14055","P08123","io"
"Q14055","Q14050","io"
"Q14055","Q05707","io"
"Q14055","P12107","io"
"Q14055","P07237","io"
"Q14055","Q9UMD9","io"
"P39059","Q96P44","io"
"P39059","P08123","io"
"P39059","Q14050","io"
"P39059","Q9UMD9","io"
"P39059","P02462","io"
"P39059","P25067","io"
"P39059","Q99715","io"
"P39059","P05997","io"
"P39059","P25940","io"
"P39059","P53420","io"
"P39059","Q05707","io"
"P39059","P02458","io"
"P39059","Q14055","io"
"P39059","P08572","io"
