"from","to","type"
"P46663","P01042","io"
"P46663","P30411","io"
"P30411","P01042","io"
"P30411","P46663","io"
"P68871","P69905","io"
"P69905","P68871","io"
"P01042","P30411","io"
"P01042","P46663","io"
