"from","to","type"
"P01009","P05452","io"
"P01009","Q6UXV4","io"
"P01009","P07225","io"
"P01009","Q16610","io"
"P01009","P02775","io"
"P01009","P61812","io"
"P01009","P12259","io"
"P01009","Q8NBX0","io"
"P01009","Q13201","io"
"P01009","P35625","io"
"P01009","P09486","io"
"P01009","P05019","io"
"P01009","P62328","io"
"P01009","P02776","io"
"P01009","P10909","io"
"P01009","O00391","io"
"P01009","P01033","io"
"P01009","Q99969","io"
"P01009","Q9BX10","io"
"P01009","P02679","io"
"P01009","P05067","io"
"P01009","P01011","io"
"P01009","O43707","io"
"P01009","P49908","io"
"P01009","P02765","io"
"P01009","P15692","io"
"P01009","Q06033","io"
"P01009","P49767","io"
"P01009","O14498","io"
"P01009","Q7L3B6","io"
"P01009","P05155","io"
"P01009","Q9NUQ9","io"
"P01009","P01344","io"
"P01009","P04217","io"
"P01009","O43915","io"
"P01009","P02751","io"
"P01009","P08697","io"
"P01009","P02671","io"
"P01009","P10600","io"
"P01009","P00451","io"
"P01009","P49765","io"
"P01009","P29622","io"
"P01009","P04085","io"
"P01009","P10124","io"
"P01009","Q14393","io"
"P01009","P01137","io"
"P01009","P04196","io"
"P01009","Q9UEU0","io"
"P01009","P35609","io"
"P01009","P07996","io"
"P01009","Q92520","io"
"P01009","P04275","io"
"P01009","Q9NTK5","io"
"P01009","P05121","io"
"P01009","P01127","io"
"P01009","Q14624","io"
"P01009","P01042","io"
"P01009","P19652","io"
"P01009","P56202","io"
"P01009","Q9UNF1","io"
"P01009","P02763","io"
"P01009","Q08380","io"
"P01009","P12814","io"
"P01009","Q13103","io"
"P01009","P00488","io"
"P01009","P02768","io"
"P01009","P00747","io"
"P01009","P14210","io"
"P01009","Q86UX7","io"
"P01009","Q8NBF2","io"
"P19652","P12814","io"
"P19652","P01011","io"
"P19652","O14498","io"
"P19652","P00746","io"
"P19652","Q6UXV4","io"
"P19652","P12259","io"
"P19652","Q06033","io"
"P19652","Q9NUQ9","io"
"P19652","Q14393","io"
"P19652","P02751","io"
"P19652","O43915","io"
"P19652","Q9UNF1","io"
"P19652","P01344","io"
"P19652","P56202","io"
"P19652","Q13103","io"
"P19652","Q9NTK5","io"
"P19652","P01023","io"
"P19652","P02775","io"
"P19652","P00451","io"
"P19652","P04217","io"
"P19652","P01009","io"
"P19652","P04075","io"
"P19652","P04196","io"
"P19652","Q8NBF2","io"
"P19652","P02765","io"
"P19652","P00488","io"
"P19652","P49765","io"
"P19652","Q9BX10","io"
"P19652","P35609","io"
"P19652","P49908","io"
"P19652","P09486","io"
"P19652","Q13201","io"
"P19652","P02675","io"
"P19652","P14210","io"
"P19652","P10909","io"
"P19652","Q16610","io"
"P19652","P02776","io"
"P19652","P00747","io"
"P19652","P15692","io"
"P19652","P05155","io"
"P19652","P02749","io"
"P19652","Q08380","io"
"P19652","P08697","io"
"P19652","P35625","io"
"P19652","P62328","io"
"P19652","Q7L3B6","io"
"P19652","P05067","io"
"P19652","P05452","io"
"P19652","P29622","io"
"P19652","Q8NBM8","io"
"P19652","P02763","io"
"P19652","P10600","io"
"P19652","P01133","io"
"P19652","P01033","io"
"P19652","O00292","io"
"P19652","P49767","io"
"P19652","P10124","io"
"P19652","O00391","io"
"P19652","P01042","io"
"P19652","P05019","io"
"P19652","P01137","io"
"P19652","P05121","io"
"P19652","Q14624","io"
"P19652","P01127","io"
"P19652","Q86UX7","io"
"P19652","P02671","io"
"P19652","O43707","io"
"P19652","P02679","io"
"P19652","P61812","io"
"P19652","Q99969","io"
"P19652","Q8NBX0","io"
"P19652","P04085","io"
"P19652","Q9UEU0","io"
"P19652","Q92520","io"
"P19652","Q9Y6I9","io"
"P19652","P02768","io"
"P19652","P04275","io"
"P19652","Q9NXH8","io"
"P19652","P07225","io"
"P19652","P07996","io"
"P01023","P01033","io"
"P01023","Q9NUQ9","io"
"P01023","Q9NTK5","io"
"P01023","Q9Y6I9","io"
"P01023","P00488","io"
"P01023","P09486","io"
"P01023","P56202","io"
"P01023","P02671","io"
"P01023","P29622","io"
"P01023","P00746","io"
"P01023","P49908","io"
"P01023","P02776","io"
"P01023","P05121","io"
"P01023","O43915","io"
"P01023","P49767","io"
"P01023","O43707","io"
"P01023","P00451","io"
"P01023","Q14624","io"
"P01023","P35625","io"
"P01023","P35609","io"
"P01023","P02751","io"
"P01023","P01133","io"
"P01023","P04217","io"
"P01023","P01127","io"
"P01023","O00292","io"
"P01023","Q13103","io"
"P01023","P12259","io"
"P01023","P01344","io"
"P01023","Q86UX7","io"
"P01023","P02763","io"
"P01023","P08697","io"
"P01023","P19652","io"
"P01023","P01011","io"
"P01023","Q9BX10","io"
"P01023","P04275","io"
"P01023","P10124","io"
"P01023","O14498","io"
"P01023","O00391","io"
"P01023","Q8NBX0","io"
"P01023","P07996","io"
"P01023","Q9NXH8","io"
"P01023","P04075","io"
"P01023","Q8NBF2","io"
"P01023","P01137","io"
"P01023","P01042","io"
"P01023","P05067","io"
"P01023","P05019","io"
"P01023","P01009","io"
"P01023","P15692","io"
"P01023","P61812","io"
"P01023","Q06033","io"
"P01023","P00747","io"
"P01023","Q13201","io"
"P01023","P14210","io"
"P01023","P49765","io"
"P01023","P02749","io"
"P01023","P05452","io"
"P01023","P62328","io"
"P01023","Q6UXV4","io"
"P01023","Q92520","io"
"P01023","P02679","io"
"P01023","Q08380","io"
"P01023","Q8NBM8","io"
"P01023","P12814","io"
"P01023","Q7L3B6","io"
"P01023","Q9UEU0","io"
"P01023","P07225","io"
"P01023","Q9UNF1","io"
"P01023","P04085","io"
"P01023","P10909","io"
"P01023","P02765","io"
"P01023","P10600","io"
"P01023","P02675","io"
"P01023","Q14393","io"
"P01023","P05155","io"
"P01023","Q99969","io"
"P01023","P04196","io"
"P01023","P02775","io"
"P01023","P02768","io"
"P01023","Q16610","io"
"P04217","P14210","io"
"P04217","P56202","io"
"P04217","P35609","io"
"P04217","P04085","io"
"P04217","Q08380","io"
"P04217","Q99969","io"
"P04217","P04075","io"
"P04217","P00451","io"
"P04217","P01133","io"
"P04217","P02749","io"
"P04217","P35625","io"
"P04217","P05121","io"
"P04217","P61812","io"
"P04217","P05452","io"
"P04217","P07996","io"
"P04217","P09486","io"
"P04217","P07225","io"
"P04217","P12259","io"
"P04217","P02775","io"
"P04217","Q9NTK5","io"
"P04217","P29622","io"
"P04217","Q9Y6I9","io"
"P04217","Q9UNF1","io"
"P04217","P08697","io"
"P04217","P02768","io"
"P04217","P05067","io"
"P04217","P19652","io"
"P04217","Q6UXV4","io"
"P04217","Q9NXH8","io"
"P04217","Q9UEU0","io"
"P04217","P00488","io"
"P04217","Q8NBM8","io"
"P04217","P04275","io"
"P04217","Q13201","io"
"P04217","Q86UX7","io"
"P04217","Q13103","io"
"P04217","P02679","io"
"P04217","P01033","io"
"P04217","P02763","io"
"P04217","P04196","io"
"P04217","P10600","io"
"P04217","P02765","io"
"P04217","Q7L3B6","io"
"P04217","P62328","io"
"P04217","P02671","io"
"P04217","O14498","io"
"P04217","O43915","io"
"P04217","Q14624","io"
"P04217","P49767","io"
"P04217","Q8NBF2","io"
"P04217","P00747","io"
"P04217","P02776","io"
"P04217","P05019","io"
"P04217","P12814","io"
"P04217","P10909","io"
"P04217","P00746","io"
"P04217","Q9BX10","io"
"P04217","P01011","io"
"P04217","O43707","io"
"P04217","P02675","io"
"P04217","Q06033","io"
"P04217","P01023","io"
"P04217","O00292","io"
"P04217","P49908","io"
"P04217","Q8NBX0","io"
"P04217","P10124","io"
"P04217","Q14393","io"
"P04217","P01042","io"
"P04217","Q9NUQ9","io"
"P04217","O00391","io"
"P04217","P49765","io"
"P04217","P01127","io"
"P04217","Q16610","io"
"P04217","P01137","io"
"P04217","P01344","io"
"P04217","P02751","io"
"P04217","Q92520","io"
"P04217","P01009","io"
"P04217","P05155","io"
"P04217","P15692","io"
"P08697","Q14624","io"
"P08697","P12259","io"
"P08697","Q99969","io"
"P08697","P49767","io"
"P08697","Q6UXV4","io"
"P08697","P04275","io"
"P08697","P05019","io"
"P08697","P01023","io"
"P08697","P01127","io"
"P08697","P19652","io"
"P08697","P10600","io"
"P08697","Q06033","io"
"P08697","O43915","io"
"P08697","Q9UNF1","io"
"P08697","Q14393","io"
"P08697","P10909","io"
"P08697","Q9UEU0","io"
"P08697","P01344","io"
"P08697","P05155","io"
"P08697","Q9NXH8","io"
"P08697","P05452","io"
"P08697","P04196","io"
"P08697","P49908","io"
"P08697","P00746","io"
"P08697","P02679","io"
"P08697","P02763","io"
"P08697","P05067","io"
"P08697","P01033","io"
"P08697","Q8NBM8","io"
"P08697","P04217","io"
"P08697","P05121","io"
"P08697","P00451","io"
"P08697","P02765","io"
"P08697","P01133","io"
"P08697","Q7L3B6","io"
"P08697","P35609","io"
"P08697","P56202","io"
"P08697","Q9BX10","io"
"P08697","P12814","io"
"P08697","P02775","io"
"P08697","P62328","io"
"P08697","Q13201","io"
"P08697","Q08380","io"
"P08697","Q9NUQ9","io"
"P08697","O00391","io"
"P08697","P61812","io"
"P08697","P04085","io"
"P08697","P10124","io"
"P08697","P02671","io"
"P08697","P01011","io"
"P08697","P01137","io"
"P08697","P02768","io"
"P08697","P00488","io"
"P08697","P15692","io"
"P08697","Q8NBF2","io"
"P08697","P02749","io"
"P08697","P02751","io"
"P08697","P07225","io"
"P08697","P02675","io"
"P08697","P00747","io"
"P08697","Q86UX7","io"
"P08697","P35625","io"
"P08697","O00292","io"
"P08697","Q8NBX0","io"
"P08697","O14498","io"
"P08697","P49765","io"
"P08697","Q9Y6I9","io"
"P08697","P01042","io"
"P08697","P02776","io"
"P08697","Q9NTK5","io"
"P08697","Q16610","io"
"P08697","Q13103","io"
"P08697","P09486","io"
"P08697","P29622","io"
"P08697","P04075","io"
"P08697","P01009","io"
"P08697","P14210","io"
"P08697","P07996","io"
"P08697","Q92520","io"
"P08697","O43707","io"
"P05067","P49765","io"
"P05067","P10997","io"
"P05067","P01137","io"
"P05067","P10909","io"
"P05067","A1E959","io"
"P05067","P35609","io"
"P05067","Q13103","io"
"P05067","Q16610","io"
"P05067","P02647","io"
"P05067","P19652","io"
"P05067","P01344","io"
"P05067","Q99969","io"
"P05067","P12814","io"
"P05067","Q9Y6I9","io"
"P05067","O14498","io"
"P05067","Q06033","io"
"P05067","P05155","io"
"P05067","P02751","io"
"P05067","Q8NBM8","io"
"P05067","P49908","io"
"P05067","P56202","io"
"P05067","Q13201","io"
"P05067","P02675","io"
"P05067","P10124","io"
"P05067","P02763","io"
"P05067","P00747","io"
"P05067","Q86UX7","io"
"P05067","P01033","io"
"P05067","Q9NTK5","io"
"P05067","Q6UXV4","io"
"P05067","P06396","io"
"P05067","Q9Y287","io"
"P05067","P07225","io"
"P05067","P02749","io"
"P05067","P10600","io"
"P05067","P01023","io"
"P05067","P01308","io"
"P05067","P00746","io"
"P05067","O00292","io"
"P05067","P04196","io"
"P05067","P01236","io"
"P05067","P15692","io"
"P05067","O00391","io"
"P05067","P61626","io"
"P05067","Q9BX10","io"
"P05067","P02766","io"
"P05067","P02765","io"
"P05067","P01133","io"
"P05067","Q08431","io"
"P05067","P12259","io"
"P05067","P61812","io"
"P05067","P05019","io"
"P05067","P98160","io"
"P05067","P07996","io"
"P05067","P04085","io"
"P05067","P49767","io"
"P05067","P05452","io"
"P05067","P09486","io"
"P05067","P08697","io"
"P05067","P04279","io"
"P05067","Q9NXH8","io"
"P05067","P62328","io"
"P05067","O43915","io"
"P05067","P02671","io"
"P05067","Q8NBF2","io"
"P05067","P02679","io"
"P05067","P35625","io"
"P05067","P00488","io"
"P05067","P61769","io"
"P05067","P01258","io"
"P05067","P04075","io"
"P05067","P01042","io"
"P05067","P04275","io"
"P05067","P02776","io"
"P05067","P01011","io"
"P05067","Q08380","io"
"P05067","O43707","io"
"P05067","Q14393","io"
"P05067","Q92520","io"
"P05067","P01009","io"
"P05067","Q15582","io"
"P05067","P01160","io"
"P05067","P02743","io"
"P05067","Q9NUQ9","io"
"P05067","P01127","io"
"P05067","P37840","io"
"P05067","P00451","io"
"P05067","P02788","io"
"P05067","Q7L3B6","io"
"P05067","P06727","io"
"P05067","P02768","io"
"P05067","P14210","io"
"P05067","P01034","io"
"P05067","Q9UNF1","io"
"P05067","Q9UEU0","io"
"P05067","P04217","io"
"P05067","P05121","io"
"P05067","Q8NBX0","io"
"P05067","P0DJI8","io"
"P05067","P29622","io"
"P05067","Q14624","io"
"P05067","P02775","io"
"P02763","P29622","io"
"P02763","P49908","io"
"P02763","P01344","io"
"P02763","P04085","io"
"P02763","P62328","io"
"P02763","O00292","io"
"P02763","P00747","io"
"P02763","P02679","io"
"P02763","P01023","io"
"P02763","P61812","io"
"P02763","Q9UEU0","io"
"P02763","P04075","io"
"P02763","P02671","io"
"P02763","Q9BX10","io"
"P02763","P00451","io"
"P02763","P01011","io"
"P02763","P01033","io"
"P02763","Q16610","io"
"P02763","O00391","io"
"P02763","P05452","io"
"P02763","Q92520","io"
"P02763","P04217","io"
"P02763","P56202","io"
"P02763","P02749","io"
"P02763","P07225","io"
"P02763","Q6UXV4","io"
"P02763","P05155","io"
"P02763","P02765","io"
"P02763","P08697","io"
"P02763","P10909","io"
"P02763","P12259","io"
"P02763","P02776","io"
"P02763","Q8NBF2","io"
"P02763","P02675","io"
"P02763","O43915","io"
"P02763","Q13201","io"
"P02763","Q8NBX0","io"
"P02763","P49765","io"
"P02763","P00746","io"
"P02763","P01133","io"
"P02763","Q06033","io"
"P02763","P02768","io"
"P02763","Q14393","io"
"P02763","Q14624","io"
"P02763","P01137","io"
"P02763","P04275","io"
"P02763","Q9NXH8","io"
"P02763","P01009","io"
"P02763","P09486","io"
"P02763","P10600","io"
"P02763","P15692","io"
"P02763","P02775","io"
"P02763","Q9Y6I9","io"
"P02763","P12814","io"
"P02763","P01127","io"
"P02763","P35625","io"
"P02763","O14498","io"
"P02763","Q7L3B6","io"
"P02763","P01042","io"
"P02763","P05019","io"
"P02763","P19652","io"
"P02763","P05067","io"
"P02763","Q9NUQ9","io"
"P02763","P02751","io"
"P02763","P10124","io"
"P02763","Q86UX7","io"
"P02763","O43707","io"
"P02763","Q8NBM8","io"
"P02763","Q13103","io"
"P02763","P49767","io"
"P02763","P05121","io"
"P02763","Q9UNF1","io"
"P02763","P14210","io"
"P02763","Q08380","io"
"P02763","Q9NTK5","io"
"P02763","P35609","io"
"P02763","P07996","io"
"P02763","P00488","io"
"P02763","P04196","io"
"P02763","Q99969","io"
"O43707","P49767","io"
"O43707","P07996","io"
"O43707","P01033","io"
"O43707","O43915","io"
"O43707","P10124","io"
"O43707","Q9NXH8","io"
"O43707","Q92520","io"
"O43707","P05155","io"
"O43707","P49765","io"
"O43707","P02751","io"
"O43707","P00746","io"
"O43707","Q14393","io"
"O43707","P04196","io"
"O43707","P04075","io"
"O43707","P35609","io"
"O43707","Q7L3B6","io"
"O43707","P04085","io"
"O43707","P01133","io"
"O43707","P02768","io"
"O43707","Q99969","io"
"O43707","P01344","io"
"O43707","O00391","io"
"O43707","P01042","io"
"O43707","Q86UX7","io"
"O43707","P05452","io"
"O43707","P12814","io"
"O43707","P04217","io"
"O43707","P00488","io"
"O43707","P05019","io"
"O43707","P05121","io"
"O43707","O00292","io"
"O43707","P04275","io"
"O43707","Q08380","io"
"O43707","Q13201","io"
"O43707","P61812","io"
"O43707","P01023","io"
"O43707","P35625","io"
"O43707","P02776","io"
"O43707","Q16610","io"
"O43707","O14498","io"
"O43707","P09486","io"
"O43707","Q9BX10","io"
"O43707","Q9UNF1","io"
"O43707","P01009","io"
"O43707","Q6UXV4","io"
"O43707","P02675","io"
"O43707","P15692","io"
"O43707","Q13103","io"
"O43707","Q9NTK5","io"
"O43707","P10600","io"
"O43707","P49908","io"
"O43707","Q8NBF2","io"
"O43707","Q8NBM8","io"
"O43707","P02775","io"
"O43707","P00451","io"
"O43707","P12259","io"
"O43707","P02671","io"
"O43707","P19652","io"
"O43707","P02679","io"
"O43707","P07225","io"
"O43707","P01011","io"
"O43707","P29622","io"
"O43707","P62328","io"
"O43707","P01137","io"
"O43707","Q8NBX0","io"
"O43707","P02763","io"
"O43707","P08697","io"
"O43707","Q06033","io"
"O43707","Q9UEU0","io"
"O43707","Q14624","io"
"O43707","P02765","io"
"O43707","Q9NUQ9","io"
"O43707","P14210","io"
"O43707","Q9Y6I9","io"
"O43707","P02749","io"
"O43707","P05067","io"
"O43707","P56202","io"
"O43707","P10909","io"
"O43707","P00747","io"
"O43707","P01127","io"
"Q01718","P01189","io"
"P12814","Q9UEU0","io"
"P12814","Q9Y6I9","io"
"P12814","Q9UNF1","io"
"P12814","P15692","io"
"P12814","P04085","io"
"P12814","P05121","io"
"P12814","Q9NXH8","io"
"P12814","P01344","io"
"P12814","P04217","io"
"P12814","P04196","io"
"P12814","P00746","io"
"P12814","P05067","io"
"P12814","P01042","io"
"P12814","P00747","io"
"P12814","Q8NBF2","io"
"P12814","P04075","io"
"P12814","P12259","io"
"P12814","O00391","io"
"P12814","P35609","io"
"P12814","P07996","io"
"P12814","P14210","io"
"P12814","P29622","io"
"P12814","Q92520","io"
"P12814","P56202","io"
"P12814","P01133","io"
"P12814","P02776","io"
"P12814","P09486","io"
"P12814","P04275","io"
"P12814","O14498","io"
"P12814","P10909","io"
"P12814","Q9NUQ9","io"
"P12814","P02751","io"
"P12814","Q16610","io"
"P12814","P61812","io"
"P12814","P62328","io"
"P12814","P35625","io"
"P12814","O43707","io"
"P12814","Q9BX10","io"
"P12814","Q06033","io"
"P12814","P49765","io"
"P12814","Q7L3B6","io"
"P12814","Q8NBX0","io"
"P12814","P01127","io"
"P12814","P02763","io"
"P12814","Q6UXV4","io"
"P12814","P10600","io"
"P12814","P02775","io"
"P12814","Q14624","io"
"P12814","Q86UX7","io"
"P12814","P49908","io"
"P12814","P05019","io"
"P12814","P05155","io"
"P12814","P19652","io"
"P12814","Q14393","io"
"P12814","P49767","io"
"P12814","P07225","io"
"P12814","Q08380","io"
"P12814","P01009","io"
"P12814","Q9NTK5","io"
"P12814","P08697","io"
"P12814","Q13201","io"
"P12814","P00451","io"
"P12814","P02671","io"
"P12814","O00292","io"
"P12814","P01033","io"
"P12814","P02675","io"
"P12814","P05452","io"
"P12814","P02765","io"
"P12814","P01011","io"
"P12814","P02749","io"
"P12814","O43915","io"
"P12814","Q8NBM8","io"
"P12814","P01137","io"
"P12814","P02768","io"
"P12814","Q13103","io"
"P12814","P10124","io"
"P12814","P01023","io"
"P12814","P02679","io"
"P12814","Q99969","io"
"P12814","P00488","io"
"P02768","P10909","io"
"P02768","P05121","io"
"P02768","Q8NBM8","io"
"P02768","P62328","io"
"P02768","P05452","io"
"P02768","P01033","io"
"P02768","P02775","io"
"P02768","Q16610","io"
"P02768","P07225","io"
"P02768","P19652","io"
"P02768","Q06033","io"
"P02768","P49767","io"
"P02768","P02763","io"
"P02768","Q86UX7","io"
"P02768","P07996","io"
"P02768","Q9BX10","io"
"P02768","P49908","io"
"P02768","P04085","io"
"P02768","P29622","io"
"P02768","Q13201","io"
"P02768","Q7L3B6","io"
"P02768","P02751","io"
"P02768","Q9NTK5","io"
"P02768","P02679","io"
"P02768","Q08380","io"
"P02768","P02765","io"
"P02768","Q9Y6I9","io"
"P02768","P02776","io"
"P02768","O00391","io"
"P02768","P02749","io"
"P02768","Q8NBX0","io"
"P02768","P00451","io"
"P02768","O00292","io"
"P02768","P04275","io"
"P02768","Q14624","io"
"P02768","Q92520","io"
"P02768","P02790","io"
"P02768","Q9UEU0","io"
"P02768","O14498","io"
"P02768","Q9NXH8","io"
"P02768","P01009","io"
"P02768","O43915","io"
"P02768","P00746","io"
"P02768","Q13103","io"
"P02768","P04196","io"
"P02768","P02675","io"
"P02768","P49765","io"
"P02768","P04075","io"
"P02768","P12814","io"
"P02768","P10124","io"
"P02768","P01133","io"
"P02768","P35625","io"
"P02768","P12259","io"
"P02768","P15692","io"
"P02768","Q14393","io"
"P02768","P01137","io"
"P02768","Q8NBF2","io"
"P02768","Q9NUQ9","io"
"P02768","P00488","io"
"P02768","P14210","io"
"P02768","O43707","io"
"P02768","P08697","io"
"P02768","P04217","io"
"P02768","P05155","io"
"P02768","P09486","io"
"P02768","P10600","io"
"P02768","P00747","io"
"P02768","P01011","io"
"P02768","Q6UXV4","io"
"P02768","Q99969","io"
"P02768","P05019","io"
"P02768","P56202","io"
"P02768","P01127","io"
"P02768","P01344","io"
"P02768","P05067","io"
"P02768","Q9UNF1","io"
"P02768","P35609","io"
"P02768","P01042","io"
"P02768","P01023","io"
"P02768","P61812","io"
"P02768","P02671","io"
"P01160","P02766","io"
"P01160","P01308","io"
"P01160","P02671","io"
"P01160","P37840","io"
"P01160","P61769","io"
"P01160","P01236","io"
"P01160","P01034","io"
"P01160","Q08431","io"
"P01160","Q15582","io"
"P01160","Q9Y287","io"
"P01160","P02788","io"
"P01160","P02743","io"
"P01160","P02647","io"
"P01160","P10997","io"
"P01160","P06727","io"
"P01160","P01258","io"
"P01160","P98160","io"
"P01160","P0DJI8","io"
"P01160","P04279","io"
"P01160","A1E959","io"
"P01160","P05067","io"
"P01160","P61626","io"
"P01160","P06396","io"
"P04114","P02656","io"
"P04114","P01130","io"
"P04114","P02647","io"
"P04114","P06727","io"
"P04114","P14625","io"
"P04114","P02649","io"
"P04114","P02652","io"
"P04114","P11597","io"
"P04114","P27797","io"
"P04114","P02655","io"
"P04114","P21757","io"
"P02656","P06727","io"
"P02656","P02649","io"
"P02656","P02647","io"
"P02656","P04114","io"
"P02656","P02655","io"
"P02656","P02652","io"
"P35609","P02768","io"
"P35609","Q7L3B6","io"
"P35609","Q9UEU0","io"
"P35609","P01137","io"
"P35609","P02751","io"
"P35609","P07996","io"
"P35609","P62328","io"
"P35609","Q06033","io"
"P35609","Q8NBF2","io"
"P35609","P10600","io"
"P35609","P01009","io"
"P35609","Q13201","io"
"P35609","P00746","io"
"P35609","Q92520","io"
"P35609","P00488","io"
"P35609","Q6UXV4","io"
"P35609","P14210","io"
"P35609","P01011","io"
"P35609","P07225","io"
"P35609","P02679","io"
"P35609","Q9Y6I9","io"
"P35609","Q86UX7","io"
"P35609","P56202","io"
"P35609","P02749","io"
"P35609","P02675","io"
"P35609","Q9NTK5","io"
"P35609","P01033","io"
"P35609","Q9NXH8","io"
"P35609","Q9BX10","io"
"P35609","O00292","io"
"P35609","P04196","io"
"P35609","P10124","io"
"P35609","O14498","io"
"P35609","P01133","io"
"P35609","P05121","io"
"P35609","Q9NUQ9","io"
"P35609","Q99969","io"
"P35609","P49767","io"
"P35609","P05019","io"
"P35609","Q8NBX0","io"
"P35609","P49908","io"
"P35609","P10909","io"
"P35609","Q14393","io"
"P35609","P29622","io"
"P35609","P35625","io"
"P35609","P02776","io"
"P35609","P02671","io"
"P35609","Q13103","io"
"P35609","P04085","io"
"P35609","P15692","io"
"P35609","P49765","io"
"P35609","P02763","io"
"P35609","O43915","io"
"P35609","P61812","io"
"P35609","P05067","io"
"P35609","P04217","io"
"P35609","P05452","io"
"P35609","P04275","io"
"P35609","P00747","io"
"P35609","P04075","io"
"P35609","P02775","io"
"P35609","P01127","io"
"P35609","P19652","io"
"P35609","P05155","io"
"P35609","O00391","io"
"P35609","Q9UNF1","io"
"P35609","P12259","io"
"P35609","P12814","io"
"P35609","Q08380","io"
"P35609","P01344","io"
"P35609","P01023","io"
"P35609","Q8NBM8","io"
"P35609","P01042","io"
"P35609","P02765","io"
"P35609","Q16610","io"
"P35609","P09486","io"
"P35609","P00451","io"
"P35609","P08697","io"
"P35609","O43707","io"
"P35609","Q14624","io"
"P04075","Q7L3B6","io"
"P04075","Q9UEU0","io"
"P04075","P04085","io"
"P04075","P05019","io"
"P04075","P00451","io"
"P04075","Q14393","io"
"P04075","P00488","io"
"P04075","P35625","io"
"P04075","Q86UX7","io"
"P04075","Q9NXH8","io"
"P04075","P15692","io"
"P04075","Q99969","io"
"P04075","P02675","io"
"P04075","P01344","io"
"P04075","Q8NBF2","io"
"P04075","Q8NBX0","io"
"P04075","P09486","io"
"P04075","P08697","io"
"P04075","P01042","io"
"P04075","P01137","io"
"P04075","Q8NBM8","io"
"P04075","P05067","io"
"P04075","P01011","io"
"P04075","P02775","io"
"P04075","P07996","io"
"P04075","O43915","io"
"P04075","P35609","io"
"P04075","P05155","io"
"P04075","P02768","io"
"P04075","O43707","io"
"P04075","P10600","io"
"P04075","Q14624","io"
"P04075","P02763","io"
"P04075","P49908","io"
"P04075","P29622","io"
"P04075","Q9UNF1","io"
"P04075","P14210","io"
"P04075","P04275","io"
"P04075","P07225","io"
"P04075","Q13201","io"
"P04075","P56202","io"
"P04075","P00746","io"
"P04075","P10124","io"
"P04075","Q9BX10","io"
"P04075","Q9NUQ9","io"
"P04075","P19652","io"
"P04075","P01033","io"
"P04075","Q16610","io"
"P04075","Q08380","io"
"P04075","P12259","io"
"P04075","Q9NTK5","io"
"P04075","P02751","io"
"P04075","Q13103","io"
"P04075","P00747","io"
"P04075","P10909","io"
"P04075","Q92520","io"
"P04075","P01009","io"
"P04075","P05121","io"
"P04075","P04196","io"
"P04075","O14498","io"
"P04075","P12814","io"
"P04075","P02776","io"
"P04075","Q06033","io"
"P04075","P02765","io"
"P04075","P04217","io"
"P04075","P02679","io"
"P04075","P01133","io"
"P04075","O00391","io"
"P04075","P02671","io"
"P04075","P05452","io"
"P04075","P01023","io"
"P04075","O00292","io"
"P04075","P62328","io"
"P04075","P02749","io"
