"from","to","type"
"O15372","Q04637","io"
"O15372","P55884","io"
"O15372","P60866","io"
"O15372","P39019","io"
"O15372","P23588","io"
"O15372","Q14152","io"
"O15372","P62857","io"
"O15372","P06730","io"
"O15372","Q8TD47","io"
"O15372","P62244","io"
"O15372","Q7L2H7","io"
"O15372","Q99613","io"
"O15372","P62266","io"
"O15372","P62241","io"
"O15372","Q13347","io"
"O15372","P23396","io"
"O15372","P62277","io"
"O15372","P20042","io"
"O15372","P62701","io"
"O15372","P62273","io"
"O15372","P63220","io"
"O15372","P46783","io"
"O15372","P62841","io"
"O15372","P55010","io"
"Q99613","P42677","io"
"Q99613","P55884","io"
"Q99613","P62269","io"
"Q99613","P60866","io"
"Q99613","P22090","io"
"Q99613","P47813","io"
"Q99613","O75822","io"
"Q99613","Q71UM5","io"
"Q99613","P06730","io"
"Q99613","P62266","io"
"Q99613","P05198","io"
"Q99613","Q15056","io"
"Q99613","P60842","io"
"Q99613","P62847","io"
"Q99613","Q8TD47","io"
"Q99613","P62857","io"
"Q99613","P62244","io"
"Q99613","Q13347","io"
"Q99613","P20042","io"
"Q99613","P08708","io"
"Q99613","O75821","io"
"Q99613","P62277","io"
"Q99613","P62081","io"
"Q99613","P60228","io"
"Q99613","O00303","io"
"Q99613","P46781","io"
"Q99613","P62841","io"
"Q99613","P41091","io"
"Q99613","P61247","io"
"Q99613","P63220","io"
"Q99613","P62979","io"
"Q99613","Q7L2H7","io"
"Q99613","P08865","io"
"Q99613","P23396","io"
"Q99613","P62280","io"
"Q99613","Q9UBQ5","io"
"Q99613","P39019","io"
"Q99613","P23588","io"
"Q99613","P62701","io"
"Q99613","P62249","io"
"Q99613","O15372","io"
"Q99613","P62263","io"
"Q99613","P46782","io"
"Q99613","Q14152","io"
"Q99613","P62241","io"
"Q99613","P62854","io"
"Q99613","P62861","io"
"Q99613","P62753","io"
"Q99613","O15371","io"
"Q99613","P25398","io"
"Q99613","Q9Y262","io"
"Q99613","P62851","io"
"Q99613","P55010","io"
"Q99613","P46783","io"
"Q99613","Q14240","io"
"Q99613","Q04637","io"
"Q99613","P15880","io"
"Q99613","P62273","io"
"Q9HCU8","P28340","io"
"Q9HCU8","P49643","io"
"Q9HCU8","P49642","io"
"Q9HCU8","P49005","io"
"Q9HCU8","P09884","io"
"Q9HCU8","Q15054","io"
"Q9HCU8","P12004","io"
"Q9HCU8","Q14181","io"
"Q14152","P46781","io"
"Q14152","P62244","io"
"Q14152","O00303","io"
"Q14152","P62277","io"
"Q14152","P46782","io"
"Q14152","P62847","io"
"Q14152","P47813","io"
"Q14152","Q9Y262","io"
"Q14152","P62854","io"
"Q14152","P23396","io"
"Q14152","P55010","io"
"Q14152","P39019","io"
"Q14152","O15372","io"
"Q14152","Q7L2H7","io"
"Q14152","Q9UBQ5","io"
"Q14152","P62269","io"
"Q14152","Q8TD47","io"
"Q14152","P62249","io"
"Q14152","P62273","io"
"Q14152","P20042","io"
"Q14152","P62280","io"
"Q14152","P06730","io"
"Q14152","P55884","io"
"Q14152","P62266","io"
"Q14152","Q04637","io"
"Q14152","P08708","io"
"Q14152","P08865","io"
"Q14152","P63220","io"
"Q14152","P46783","io"
"Q14152","P05198","io"
"Q14152","P62979","io"
"Q14152","O15371","io"
"Q14152","P23588","io"
"Q14152","P62701","io"
"Q14152","P22090","io"
"Q14152","P42677","io"
"Q14152","P60866","io"
"Q14152","P62857","io"
"Q14152","Q13347","io"
"Q14152","P62241","io"
"Q14152","P62861","io"
"Q14152","Q99613","io"
"Q14152","P61247","io"
"Q14152","O75822","io"
"Q14152","P62841","io"
"Q14152","P62753","io"
"Q14152","P41091","io"
"Q14152","P60228","io"
"Q14152","P25398","io"
"Q14152","P15880","io"
"Q14152","P62081","io"
"Q14152","Q15056","io"
"Q14152","P62851","io"
"Q14152","P62263","io"
"Q14152","Q71UM5","io"
"Q14152","Q14240","io"
"Q14152","O75821","io"
"Q14152","P60842","io"
"Q9UNN8","P04070","io"
"P19447","P61218","io"
"P19447","Q16514","io"
"P19447","Q6ZYL4","io"
"P19447","P30876","io"
"P19447","Q5VWG9","io"
"P19447","Q12962","io"
"P19447","P50613","io"
"P19447","P29083","io"
"P19447","P19387","io"
"P19447","Q15544","io"
"P19447","P51948","io"
"P19447","P19388","io"
"P19447","P51946","io"
"P19447","Q00403","io"
"P19447","Q15543","io"
"P19447","P35269","io"
"P19447","O15514","io"
"P19447","O00268","io"
"P19447","P52655","io"
"P19447","P32780","io"
"P19447","Q16594","io"
"P19447","Q15545","io"
"P19447","P21675","io"
"P19447","P52434","io"
"P19447","Q8IZX4","io"
"P19447","Q15542","io"
"P19447","Q9HBM6","io"
"P19447","P36954","io"
"P19447","Q92750","io"
"P19447","P18074","io"
"P19447","P29084","io"
"P19447","P62875","io"
"P19447","P53803","io"
"P19447","P62487","io"
"P19447","P52435","io"
"P19447","Q13888","io"
"P19447","P13984","io"
"P19447","P52657","io"
"P19447","Q92759","io"
"P19447","Q6P1X5","io"
"P19447","P24928","io"
"P19447","Q13889","io"
"P19447","P20226","io"
"P19447","Q5H9L4","io"
"P19447","P49848","io"
"O00303","Q7L2H7","io"
"O00303","O75821","io"
"O00303","P22090","io"
"O00303","Q14240","io"
"O00303","P60866","io"
"O00303","P05198","io"
"O00303","P62081","io"
"O00303","P46783","io"
"O00303","P23396","io"
"O00303","Q9Y262","io"
"O00303","P25398","io"
"O00303","P62857","io"
"O00303","P62851","io"
"O00303","P60842","io"
"O00303","P39019","io"
"O00303","P62249","io"
"O00303","P62241","io"
"O00303","P60228","io"
"O00303","P41091","io"
"O00303","P62277","io"
"O00303","Q71UM5","io"
"O00303","O15372","io"
"O00303","P55884","io"
"O00303","P62269","io"
"O00303","P20042","io"
"O00303","P06730","io"
"O00303","Q04637","io"
"O00303","P62273","io"
"O00303","P61247","io"
"O00303","P42677","io"
"O00303","Q15056","io"
"O00303","P62280","io"
"O00303","P62266","io"
"O00303","P46781","io"
"O00303","Q9UBQ5","io"
"O00303","P08865","io"
"O00303","P62979","io"
"O00303","P62854","io"
"O00303","P62847","io"
"O00303","P62841","io"
"O00303","P47813","io"
"O00303","O15371","io"
"O00303","P62244","io"
"O00303","P15880","io"
"O00303","P63220","io"
"O00303","Q13347","io"
"O00303","P62263","io"
"O00303","P62861","io"
"O00303","P62753","io"
"O00303","Q99613","io"
"O00303","O75822","io"
"O00303","P23588","io"
"O00303","Q14152","io"
"O00303","Q8TD47","io"
"O00303","P62701","io"
"O00303","P55010","io"
"O00303","P46782","io"
"O00303","P08708","io"
"Q9Y262","Q8TD47","io"
"Q9Y262","P22090","io"
"Q9Y262","P06730","io"
"Q9Y262","O15371","io"
"Q9Y262","P62244","io"
"Q9Y262","P62081","io"
"Q9Y262","P08708","io"
"Q9Y262","P62249","io"
"Q9Y262","Q14240","io"
"Q9Y262","P23588","io"
"Q9Y262","P61247","io"
"Q9Y262","Q13347","io"
"Q9Y262","P62241","io"
"Q9Y262","P62701","io"
"Q9Y262","P41091","io"
"Q9Y262","P47813","io"
"Q9Y262","P46783","io"
"Q9Y262","Q9UBQ5","io"
"Q9Y262","Q14152","io"
"Q9Y262","P62263","io"
"Q9Y262","P62269","io"
"Q9Y262","Q15056","io"
"Q9Y262","Q7L2H7","io"
"Q9Y262","O75822","io"
"Q9Y262","P62854","io"
"Q9Y262","P60842","io"
"Q9Y262","P62753","io"
"Q9Y262","P62979","io"
"Q9Y262","O15372","io"
"Q9Y262","P62847","io"
"Q9Y262","Q71UM5","io"
"Q9Y262","P60866","io"
"Q9Y262","P55010","io"
"Q9Y262","P15880","io"
"Q9Y262","Q04637","io"
"Q9Y262","Q99613","io"
"Q9Y262","O00303","io"
"Q9Y262","P55884","io"
"Q9Y262","P62851","io"
"Q9Y262","P05198","io"
"Q9Y262","P39019","io"
"Q9Y262","O75821","io"
"Q9Y262","P62861","io"
"Q9Y262","P08865","io"
"Q9Y262","P62277","io"
"Q9Y262","P62280","io"
"Q9Y262","P46782","io"
"Q9Y262","P25398","io"
"Q9Y262","P60228","io"
"Q9Y262","P46781","io"
"Q9Y262","P62841","io"
"Q9Y262","P62266","io"
"Q9Y262","P62857","io"
"Q9Y262","P62273","io"
"Q9Y262","P20042","io"
"Q9Y262","P63220","io"
"Q9Y262","P42677","io"
"Q9Y262","P23396","io"
"Q7L2H7","Q04637","io"
"Q7L2H7","P62081","io"
"Q7L2H7","P46781","io"
"Q7L2H7","P62847","io"
"Q7L2H7","P62273","io"
"Q7L2H7","O00303","io"
"Q7L2H7","P08865","io"
"Q7L2H7","P60228","io"
"Q7L2H7","P62854","io"
"Q7L2H7","P23396","io"
"Q7L2H7","O15372","io"
"Q7L2H7","Q9Y262","io"
"Q7L2H7","P62244","io"
"Q7L2H7","P06730","io"
"Q7L2H7","P41091","io"
"Q7L2H7","P62277","io"
"Q7L2H7","P62269","io"
"Q7L2H7","P47813","io"
"Q7L2H7","O75822","io"
"Q7L2H7","P62851","io"
"Q7L2H7","O75821","io"
"Q7L2H7","P62241","io"
"Q7L2H7","P42677","io"
"Q7L2H7","P39019","io"
"Q7L2H7","P22090","io"
"Q7L2H7","Q15056","io"
"Q7L2H7","P55010","io"
"Q7L2H7","P15880","io"
"Q7L2H7","Q99613","io"
"Q7L2H7","P63220","io"
"Q7L2H7","P05198","io"
"Q7L2H7","P62263","io"
"Q7L2H7","P62280","io"
"Q7L2H7","P46782","io"
"Q7L2H7","P08708","io"
"Q7L2H7","P62861","io"
"Q7L2H7","Q14240","io"
"Q7L2H7","P46783","io"
"Q7L2H7","P61247","io"
"Q7L2H7","Q13347","io"
"Q7L2H7","P62841","io"
"Q7L2H7","P60866","io"
"Q7L2H7","P20042","io"
"Q7L2H7","P60842","io"
"Q7L2H7","Q8TD47","io"
"Q7L2H7","P62266","io"
"Q7L2H7","Q9UBQ5","io"
"Q7L2H7","P62979","io"
"Q7L2H7","P62701","io"
"Q7L2H7","O15371","io"
"Q7L2H7","P25398","io"
"Q7L2H7","P62753","io"
"Q7L2H7","P55884","io"
"Q7L2H7","P62249","io"
"Q7L2H7","Q14152","io"
"Q7L2H7","P23588","io"
"Q7L2H7","Q71UM5","io"
"Q7L2H7","P62857","io"
"P14625","P27797","io"
"P14625","P02649","io"
"P14625","P02647","io"
"P14625","P04114","io"
"P14625","P21757","io"
"P55884","P60228","io"
"P55884","P62081","io"
"P55884","P23396","io"
"P55884","Q71UM5","io"
"P55884","P46782","io"
"P55884","P62280","io"
"P55884","Q9Y262","io"
"P55884","P06730","io"
"P55884","P62241","io"
"P55884","P62701","io"
"P55884","P20042","io"
"P55884","P62857","io"
"P55884","P25398","io"
"P55884","P46783","io"
"P55884","P47813","io"
"P55884","P62244","io"
"P55884","Q14240","io"
"P55884","P61247","io"
"P55884","P62249","io"
"P55884","P08708","io"
"P55884","P15880","io"
"P55884","Q14152","io"
"P55884","P62851","io"
"P55884","P62979","io"
"P55884","P41091","io"
"P55884","P46781","io"
"P55884","Q15056","io"
"P55884","P62841","io"
"P55884","Q8TD47","io"
"P55884","O15372","io"
"P55884","P60866","io"
"P55884","Q99613","io"
"P55884","P62854","io"
"P55884","O75822","io"
"P55884","P39019","io"
"P55884","P05198","io"
"P55884","P60842","io"
"P55884","P62277","io"
"P55884","O75821","io"
"P55884","P62753","io"
"P55884","Q13347","io"
"P55884","Q7L2H7","io"
"P55884","O15371","io"
"P55884","Q9UBQ5","io"
"P55884","P23588","io"
"P55884","P62263","io"
"P55884","P55010","io"
"P55884","P08865","io"
"P55884","P22090","io"
"P55884","P62861","io"
"P55884","P62847","io"
"P55884","O00303","io"
"P55884","P62269","io"
"P55884","P62266","io"
"P55884","P42677","io"
"P55884","Q04637","io"
"P55884","P62273","io"
"P55884","P63220","io"
"Q9UBQ5","Q99613","io"
"Q9UBQ5","P08865","io"
"Q9UBQ5","P41091","io"
"Q9UBQ5","P20042","io"
"Q9UBQ5","Q7L2H7","io"
"Q9UBQ5","Q15056","io"
"Q9UBQ5","Q13347","io"
"Q9UBQ5","P60228","io"
"Q9UBQ5","O75822","io"
"Q9UBQ5","P62081","io"
"Q9UBQ5","P25398","io"
"Q9UBQ5","P05198","io"
"Q9UBQ5","Q71UM5","io"
"Q9UBQ5","P15880","io"
"Q9UBQ5","P62854","io"
"Q9UBQ5","P42677","io"
"Q9UBQ5","P62841","io"
"Q9UBQ5","P62847","io"
"Q9UBQ5","P46782","io"
"Q9UBQ5","O15371","io"
"Q9UBQ5","P62979","io"
"Q9UBQ5","O15372","io"
"Q9UBQ5","P62701","io"
"Q9UBQ5","P62249","io"
"Q9UBQ5","P62857","io"
"Q9UBQ5","Q14240","io"
"Q9UBQ5","P06730","io"
"Q9UBQ5","Q14152","io"
"Q9UBQ5","Q8TD47","io"
"Q9UBQ5","P62273","io"
"Q9UBQ5","P62277","io"
"Q9UBQ5","P55010","io"
"Q9UBQ5","P62263","io"
"Q9UBQ5","P22090","io"
"Q9UBQ5","P62753","io"
"Q9UBQ5","Q04637","io"
"Q9UBQ5","P60842","io"
"Q9UBQ5","Q9Y262","io"
"Q9UBQ5","P62266","io"
"Q9UBQ5","P55884","io"
"Q9UBQ5","P39019","io"
"Q9UBQ5","P62269","io"
"Q9UBQ5","P62280","io"
"Q9UBQ5","P62851","io"
"Q9UBQ5","P60866","io"
"Q9UBQ5","P47813","io"
"Q9UBQ5","P46783","io"
"Q9UBQ5","O75821","io"
"Q9UBQ5","P23396","io"
"Q9UBQ5","P61247","io"
"Q9UBQ5","P62241","io"
"Q9UBQ5","P46781","io"
"Q9UBQ5","P62244","io"
"Q9UBQ5","O00303","io"
"Q9UBQ5","P63220","io"
"Q9UBQ5","P08708","io"
"Q9UBQ5","P23588","io"
"Q9UBQ5","P62861","io"
"O15371","P23396","io"
"O15371","P62244","io"
"O15371","P62249","io"
"O15371","P62277","io"
"O15371","P46781","io"
"O15371","P23588","io"
"O15371","P62847","io"
"O15371","Q04637","io"
"O15371","P41091","io"
"O15371","P46782","io"
"O15371","P63220","io"
"O15371","P60842","io"
"O15371","Q99613","io"
"O15371","O75821","io"
"O15371","P55010","io"
"O15371","P62263","io"
"O15371","P60228","io"
"O15371","Q9Y262","io"
"O15371","P22090","io"
"O15371","P55884","io"
"O15371","P60866","io"
"O15371","O00303","io"
"O15371","P47813","io"
"O15371","P61247","io"
"O15371","Q14152","io"
"O15371","P62266","io"
"O15371","Q13347","io"
"O15371","P62081","io"
"O15371","P62854","io"
"O15371","P08865","io"
"O15371","Q8TD47","io"
"O15371","P46783","io"
"O15371","P20042","io"
"O15371","P62841","io"
"O15371","P06730","io"
"O15371","P62861","io"
"O15371","P42677","io"
"O15371","P62273","io"
"O15371","O15372","io"
"O15371","P05198","io"
"O15371","P62241","io"
"O15371","P62701","io"
"O15371","Q14240","io"
"O15371","P62280","io"
"O15371","P62753","io"
"O15371","P08708","io"
"O15371","P62979","io"
"O15371","Q15056","io"
"O15371","P62851","io"
"O15371","P15880","io"
"O15371","P25398","io"
"O15371","P62269","io"
"O15371","P62857","io"
"O15371","Q9UBQ5","io"
"O15371","Q7L2H7","io"
"O15371","Q71UM5","io"
"O15371","O75822","io"
"O15371","P39019","io"
"P60228","P20042","io"
"P60228","O15371","io"
"P60228","P55010","io"
"P60228","P62979","io"
"P60228","Q99613","io"
"P60228","P60866","io"
"P60228","P62081","io"
"P60228","P05198","io"
"P60228","P41091","io"
"P60228","Q8TD47","io"
"P60228","O00303","io"
"P60228","P62841","io"
"P60228","P55884","io"
"P60228","P62269","io"
"P60228","P23588","io"
"P60228","P46782","io"
"P60228","P46781","io"
"P60228","P42677","io"
"P60228","P46783","io"
"P60228","P47813","io"
"P60228","P22090","io"
"P60228","O15372","io"
"P60228","Q04637","io"
"P60228","P62701","io"
"P60228","Q13347","io"
"P60228","P62753","io"
"P60228","Q7L2H7","io"
"P60228","P25398","io"
"P60228","P08708","io"
"P60228","P62847","io"
"P60228","Q15056","io"
"P60228","P62263","io"
"P60228","P23396","io"
"P60228","Q14240","io"
"P60228","P60842","io"
"P60228","P62861","io"
"P60228","P15880","io"
"P60228","P62280","io"
"P60228","P62273","io"
"P60228","P08865","io"
"P60228","P39019","io"
"P60228","P63220","io"
"P60228","P61247","io"
"P60228","Q71UM5","io"
"P60228","Q14152","io"
"P60228","P62266","io"
"P60228","O75822","io"
"P60228","P62857","io"
"P60228","P62241","io"
"P60228","P62249","io"
"P60228","Q9UBQ5","io"
"P60228","P62851","io"
"P60228","Q9Y262","io"
"P60228","P62244","io"
"P60228","P06730","io"
"P60228","O75821","io"
"P60228","P62277","io"
"P60228","P62854","io"
"O75822","Q14152","io"
"O75822","P62241","io"
"O75822","P63220","io"
"O75822","P62753","io"
"O75822","P55010","io"
"O75822","P62244","io"
"O75822","O75821","io"
"O75822","P41091","io"
"O75822","O15372","io"
"O75822","P62701","io"
"O75822","Q8TD47","io"
"O75822","Q14240","io"
"O75822","P62841","io"
"O75822","P62269","io"
"O75822","P62851","io"
"O75822","P23396","io"
"O75822","P60842","io"
"O75822","P62277","io"
"O75822","P46782","io"
"O75822","P62273","io"
"O75822","P62266","io"
"O75822","Q04637","io"
"O75822","Q9UBQ5","io"
"O75822","P62979","io"
"O75822","P60866","io"
"O75822","P46783","io"
"O75822","P42677","io"
"O75822","P62861","io"
"O75822","Q15056","io"
"O75822","Q7L2H7","io"
"O75822","P62249","io"
"O75822","P05198","io"
"O75822","P39019","io"
"O75822","P15880","io"
"O75822","P08708","io"
"O75822","P62280","io"
"O75822","P08865","io"
"O75822","P62847","io"
"O75822","P61247","io"
"O75822","O00303","io"
"O75822","P62263","io"
"O75822","P47813","io"
"O75822","Q13347","io"
"O75822","P23588","io"
"O75822","P46781","io"
"O75822","P62854","io"
"O75822","P62081","io"
"O75822","P20042","io"
"O75822","P62857","io"
"O75822","Q71UM5","io"
"O75822","P22090","io"
"O75822","P60228","io"
"O75822","P06730","io"
"O75822","P25398","io"
"O75822","P55884","io"
"O75822","Q9Y262","io"
"O75822","O15371","io"
"O75822","Q99613","io"
"O75821","P39019","io"
"O75821","P62263","io"
"O75821","P62851","io"
"O75821","Q7L2H7","io"
"O75821","P62081","io"
"O75821","P62847","io"
"O75821","P62280","io"
"O75821","O15371","io"
"O75821","P62249","io"
"O75821","P08865","io"
"O75821","O00303","io"
"O75821","P62269","io"
"O75821","P62273","io"
"O75821","P62753","io"
"O75821","P63220","io"
"O75821","P23588","io"
"O75821","P22090","io"
"O75821","Q9UBQ5","io"
"O75821","O75822","io"
"O75821","P15880","io"
"O75821","P62854","io"
"O75821","P25398","io"
"O75821","P62857","io"
"O75821","P62979","io"
"O75821","Q71UM5","io"
"O75821","P06730","io"
"O75821","P55010","io"
"O75821","P55884","io"
"O75821","P62701","io"
"O75821","P62266","io"
"O75821","Q9Y262","io"
"O75821","Q8TD47","io"
"O75821","P46782","io"
"O75821","P62861","io"
"O75821","P62244","io"
"O75821","P46781","io"
"O75821","P61247","io"
"O75821","P46783","io"
"O75821","P47813","io"
"O75821","Q04637","io"
"O75821","P62277","io"
"O75821","Q14240","io"
"O75821","P62241","io"
"O75821","O15372","io"
"O75821","Q14152","io"
"O75821","P62841","io"
"O75821","P23396","io"
"O75821","P05198","io"
"O75821","Q15056","io"
"O75821","P41091","io"
"O75821","Q99613","io"
"O75821","P08708","io"
"O75821","P60842","io"
"O75821","P60228","io"
"O75821","P42677","io"
"O75821","P20042","io"
"O75821","Q13347","io"
"O75821","P60866","io"
"Q16610","P00488","io"
"Q16610","P02768","io"
"Q16610","P49908","io"
"Q16610","O43915","io"
"Q16610","P02765","io"
"Q16610","Q8NBX0","io"
"Q16610","P07225","io"
"Q16610","P49765","io"
"Q16610","P02776","io"
"Q16610","P01133","io"
"Q16610","P05019","io"
"Q16610","P56202","io"
"Q16610","Q06033","io"
"Q16610","P05121","io"
"Q16610","P10600","io"
"Q16610","Q9NXH8","io"
"Q16610","P00746","io"
"Q16610","P02749","io"
"Q16610","P04196","io"
"Q16610","P02775","io"
"Q16610","Q9UEU0","io"
"Q16610","Q9UNF1","io"
"Q16610","O43707","io"
"Q16610","Q9NTK5","io"
"Q16610","P07996","io"
"Q16610","Q8NBM8","io"
"Q16610","Q6UXV4","io"
"Q16610","P01344","io"
"Q16610","Q86UX7","io"
"Q16610","P05452","io"
"Q16610","Q7L3B6","io"
"Q16610","P02671","io"
"Q16610","P12814","io"
"Q16610","Q13201","io"
"Q16610","P01023","io"
"Q16610","P02751","io"
"Q16610","Q13103","io"
"Q16610","P01127","io"
"Q16610","P02675","io"
"Q16610","P49767","io"
"Q16610","P15692","io"
"Q16610","P10124","io"
"Q16610","P35625","io"
"Q16610","Q99969","io"
"Q16610","P05067","io"
"Q16610","Q9BX10","io"
"Q16610","P62328","io"
"Q16610","P12259","io"
"Q16610","P01042","io"
"Q16610","P35609","io"
"Q16610","Q92520","io"
"Q16610","Q8NBF2","io"
"Q16610","P01137","io"
"Q16610","P05155","io"
"Q16610","P08697","io"
"Q16610","P01011","io"
"Q16610","O00292","io"
"Q16610","O14498","io"
"Q16610","P04075","io"
"Q16610","P19652","io"
"Q16610","Q08380","io"
"Q16610","P14210","io"
"Q16610","Q9Y6I9","io"
"Q16610","P10909","io"
"Q16610","P02763","io"
"Q16610","P04085","io"
"Q16610","P00747","io"
"Q16610","P02679","io"
"Q16610","O00391","io"
"Q16610","P04217","io"
"Q16610","P00451","io"
"Q16610","Q9NUQ9","io"
"Q16610","P04275","io"
"Q16610","P01033","io"
"Q16610","P29622","io"
"Q16610","Q14393","io"
"Q16610","Q14624","io"
"Q16610","P01009","io"
"Q16610","P09486","io"
"Q16610","P61812","io"
"Q9BX10","Q08380","io"
"Q9BX10","P02671","io"
"Q9BX10","O14498","io"
"Q9BX10","P00746","io"
"Q9BX10","P02763","io"
"Q9BX10","Q9Y6I9","io"
"Q9BX10","Q7L3B6","io"
"Q9BX10","P01009","io"
"Q9BX10","Q8NBF2","io"
"Q9BX10","P14210","io"
"Q9BX10","Q16610","io"
"Q9BX10","P04085","io"
"Q9BX10","Q13201","io"
"Q9BX10","Q92520","io"
"Q9BX10","P01344","io"
"Q9BX10","P02751","io"
"Q9BX10","P61812","io"
"Q9BX10","P12814","io"
"Q9BX10","P01033","io"
"Q9BX10","P05155","io"
"Q9BX10","P07996","io"
"Q9BX10","P56202","io"
"Q9BX10","O00391","io"
"Q9BX10","P10124","io"
"Q9BX10","P49908","io"
"Q9BX10","P49767","io"
"Q9BX10","P00488","io"
"Q9BX10","P05019","io"
"Q9BX10","O43915","io"
"Q9BX10","P04196","io"
"Q9BX10","Q9NTK5","io"
"Q9BX10","P19652","io"
"Q9BX10","P12259","io"
"Q9BX10","P00451","io"
"Q9BX10","P01133","io"
"Q9BX10","P07225","io"
"Q9BX10","Q86UX7","io"
"Q9BX10","P04075","io"
"Q9BX10","P01137","io"
"Q9BX10","Q13103","io"
"Q9BX10","P04275","io"
"Q9BX10","P35625","io"
"Q9BX10","P49765","io"
"Q9BX10","P05067","io"
"Q9BX10","Q06033","io"
"Q9BX10","P15692","io"
"Q9BX10","P01127","io"
"Q9BX10","P02776","io"
"Q9BX10","P08697","io"
"Q9BX10","Q6UXV4","io"
"Q9BX10","Q9UEU0","io"
"Q9BX10","Q9NXH8","io"
"Q9BX10","Q14624","io"
"Q9BX10","P01042","io"
"Q9BX10","P04217","io"
"Q9BX10","P01023","io"
"Q9BX10","P09486","io"
"Q9BX10","P05121","io"
"Q9BX10","P02775","io"
"Q9BX10","P01011","io"
"Q9BX10","Q8NBX0","io"
"Q9BX10","P62328","io"
"Q9BX10","Q99969","io"
"Q9BX10","P35609","io"
"Q9BX10","Q9NUQ9","io"
"Q9BX10","P10600","io"
"Q9BX10","P02679","io"
"Q9BX10","P10909","io"
"Q9BX10","O00292","io"
"Q9BX10","O43707","io"
"Q9BX10","P02768","io"
"Q9BX10","P00747","io"
"Q9BX10","Q14393","io"
"Q9BX10","Q9UNF1","io"
"Q9BX10","P29622","io"
"Q9BX10","P05452","io"
"Q9BX10","P02749","io"
"Q9BX10","P02765","io"
"Q9BX10","Q8NBM8","io"
"Q9BX10","P02675","io"
"P13224","P40197","io"
"P13224","P03951","io"
"P13224","P14770","io"
"P13224","P07359","io"
"Q99075","P21926","io"
"P68871","P69905","io"
"P68871","P00738","io"
"P01597","P11912","io"
"P01597","P02747","io"
"P01597","P80748","io"
"P01597","P01594","io"
"P01597","P01705","io"
"P01597","P01859","io"
"P01597","P01718","io"
"P01597","P01721","io"
"P01597","P01602","io"
"P01597","P09871","io"
"P01597","P01767","io"
"P01597","P01782","io"
"P01597","P01860","io"
"P01597","A0M8Q6","io"
"P01597","A2NJV5","io"
"P01597","P01601","io"
"P01597","P01717","io"
"P01597","P01614","io"
"P01597","P01861","io"
"P01597","P01817","io"
"P01597","P01700","io"
"P01597","P01762","io"
"P01597","P01706","io"
"P01597","P01701","io"
"P01597","P01834","io"
"P01597","P06315","io"
"P01597","P01593","io"
"P01597","P06312","io"
"P01597","P01824","io"
"P01597","P01880","io"
"P01597","P01871","io"
"P01597","P04430","io"
"P01597","P01599","io"
"P01597","P01615","io"
"P01597","P0CG04","io"
"P01597","P01743","io"
"P01597","P02746","io"
"P01597","P01715","io"
"P01597","P01857","io"
"P01597","P01764","io"
"P01597","P01704","io"
"P01597","P01766","io"
"P01597","P00736","io"
"P01597","P01825","io"
"P01597","P01772","io"
"P01597","P01763","io"
"P01597","P40259","io"
"P01597","P01624","io"
"P01597","P01814","io"
"P01597","P01768","io"
"P01597","P01619","io"
"P01597","P06310","io"
"P01597","P01709","io"
"P01597","P04433","io"
"P01597","P04211","io"
"P01597","P0CF74","io"
"P01597","P02745","io"
"P01597","P01714","io"
"P01597","P01699","io"
"P01597","P01703","io"
"P01597","P01742","io"
"P01597","P06331","io"
"P01597","P04432","io"
"P01597","P01611","io"
"P01597","P01780","io"
"P06310","P01857","io"
"P06310","P01814","io"
"P06310","P06315","io"
"P06310","P01824","io"
"P06310","P04430","io"
"P06310","A2NJV5","io"
"P06310","P01762","io"
"P06310","P01597","io"
"P06310","P01825","io"
"P06310","P01767","io"
"P06310","P00736","io"
"P06310","P01743","io"
"P06310","P01861","io"
"P06310","P01614","io"
"P06310","P01780","io"
"P06310","P01593","io"
"P06310","P06331","io"
"P06310","P01742","io"
"P06310","P40259","io"
"P06310","P01601","io"
"P06310","P02747","io"
"P06310","P01700","io"
"P06310","P01763","io"
"P06310","P06312","io"
"P06310","P80748","io"
"P06310","P0CF74","io"
"P06310","P01764","io"
"P06310","P01709","io"
"P06310","A0M8Q6","io"
"P06310","P01766","io"
"P06310","P01619","io"
"P06310","P01599","io"
"P06310","P01880","io"
"P06310","P01611","io"
"P06310","P01860","io"
"P06310","P01594","io"
"P06310","P01703","io"
"P06310","P01871","io"
"P06310","P01718","io"
"P06310","P01602","io"
"P06310","P01624","io"
"P06310","P01782","io"
"P06310","P01817","io"
"P06310","P01704","io"
"P06310","P04433","io"
"P06310","P01701","io"
"P06310","P01705","io"
"P06310","P02746","io"
"P06310","P01615","io"
"P06310","P02745","io"
"P06310","P01715","io"
"P06310","P01699","io"
"P06310","P01721","io"
"P06310","P01714","io"
"P06310","P01768","io"
"P06310","P01772","io"
"P06310","P11912","io"
"P06310","P09871","io"
"P06310","P01706","io"
"P06310","P01859","io"
"P06310","P04211","io"
"P06310","P04432","io"
"P06310","P01834","io"
"P06310","P0CG04","io"
"P06310","P01717","io"
"P04433","P01780","io"
"P04433","P01762","io"
"P04433","P02746","io"
"P04433","P02747","io"
"P04433","P00736","io"
"P04433","A2NJV5","io"
"P04433","P01825","io"
"P04433","P80748","io"
"P04433","P04211","io"
"P04433","P01704","io"
"P04433","P09871","io"
"P04433","P01602","io"
"P04433","P01857","io"
